DOI,std_smiles,std_relation,Standard Value,inchi_key
 10.1016/j.ejmech.2013.04.007,CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccccc3)CC2)c(Cl)c1,=,0.28,PHZXEFQHQGATEP-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.129,N=C(N)SCc1cccc2c1=c1c(CSC(=N)N)cccc1=2,<,0.1,AVVNVDBKYFRSIR-UHFFFAOYSA-N
 10.1021/jm100176s,Cc1ccc2cc(C(=O)NC3(C(=O)NC(CCCN4CCN(CC5CCOCC5)CC4)Cc4ccccc4)CCCC3)sc2c1,=,11.2,MYXKMTKFUPOTOZ-UHFFFAOYSA-N
 10.1016/j.ejmech.2014.02.003,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,=,0.4,VMXUWOKSQNHOCA-UHFFFAOYSA-N
 10.1021/jm301887f,Cc1c(Cl)nc(NC(=O)NC(C)(C)C)c(=O)n1C(C(=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1ccccc1,=,1.1,BGYVGBMNZKLZHM-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00919,CCC(C)C1NC(=O)c2csc(n2)C(C(C)CC)NC(=O)C2CCCN2C(=O)C(C(C)CC)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C1=O,=,21.2,SVQGJGIIXWJVFW-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00627,Cc1nc(-c2ncn[nH]2)ccc1-c1cnc2c(n1)N(CC1CCOCC1)C(=O)CN2,=,9.7,GSZOKDIAJHWSJC-UHFFFAOYSA-N
 10.1021/jm300967g,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,=,8.61,PDMUGYOXRHVNMO-UHFFFAOYSA-N
 10.1021/jm400209h,CC(Cc1ccccc1)(NC(=O)C(N)Cc1ccccc1)C(N)=O,=,20.4,MMCKDVRYGOZFPK-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00627,Cc1nc(-c2ncn[nH]2)ccc1-c1cnc2c(n1)N(C1CCC(O)CC1)C(=O)CN2,=,1.6,BIYXBMJPSRSLCH-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.07.014,CC(C)CCn1c(=O)c(C2=CS(=O)(=O)c3cc(N(C)S(C)(=O)=O)ccc3N2)c(O)c2cccn21,=,0.012,GJFKHZTVVWBWPS-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.01.022,COc1cnn(C)c(=O)c1-c1ccc(CC(NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,=,0.13,WYHTUAPAMDIATI-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC(=O)OC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,=,4.38,VZECOSBRFJVFDM-UHFFFAOYSA-N
 10.1021/jm901021k,CC(C)NCC(O)COc1cccc2ccccc12,=,20.3,AQHHHDLHHXJYJD-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.04.004,O=C(CO)Nc1cnc2ncn(Cc3ccc(Cl)c(Cl)c3)c(=O)c2c1,=,9.3,SYRGPVPKQWDULB-UHFFFAOYSA-N
 10.1021/jm500109z,COc1ccc2c(C(=O)NCc3ccc(F)cc3)c(O)n(O)c(=O)c2c1,<,0.1,LQIFQLWSECZXKO-UHFFFAOYSA-N
 10.1021/jm400209h,NC(=O)C(CCc1ccccc1)NC(=O)C(N)Cc1ccccc1,=,0.19,LGHUTVPNFHRBNO-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.11.048,CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)C2CCCC21,=,3.3,WNJBKXXSMIADKQ-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.08.114,O=C1CCc2cc(S(=O)(=O)Nc3ccc(F)c(Cl)c3)c(F)cc2N1,=,9.38,VLIHQHQPGAWJCM-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.09.065,O=C(NC(Cc1ccc(F)c(Br)c1)C(=O)O)c1ccc(Br)cc1NS(=O)(=O)c1cccc2nccnc12,=,0.03,QAZGXXFYHAMXIB-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00627,COCCN1C(=O)CNc2ncc(-c3ccc(-c4ncn[nH]4)nc3C)nc21,=,5.0,NVSABGFUPYOXBC-UHFFFAOYSA-N
 10.1016/j.bmc.2011.10.022,CCc1c2nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)cnc3OCCOC)[nH]c(=O)c2nn1CC(C)C,=,24.0,NLNFVNNWOWUWAC-UHFFFAOYSA-N
 10.1021/jm500228a,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,=,3.2,XSMSNFMDVXXHGJ-UHFFFAOYSA-N
 10.1039/C2MD20231J,Nc1ncnc2c1C(=O)N(c1ccc(-c3ncccc3Cl)cc1)CCO2,>,10.0,QTQJHHORTFZVRP-UHFFFAOYSA-N
 10.1021/jm301187e,COc1ccccc1-n1c(-c2cc(O)ccc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,=,3.13,JTWMOWRMSZZHDR-UHFFFAOYSA-N
 10.1021/jm300063b,C#Cc1ccc(NC(=O)c2cnn3c(C)cc(C)nc23)cc1,=,6.0,HVZPJBKUFRREQC-UHFFFAOYSA-N
 10.1016/j.bmcl.2014.04.001,CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C(F)F,<,0.1,NMNRBHBBEHCKPN-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.015,Cc1cc2c(=O)n(Cc3ccccc3C#N)c(N3CCCC(N)C3)nc2[nH]1,=,4.36,PCJJNURFVMXJPE-UHFFFAOYSA-N
 10.1021/jm0700565,CC1(C)C2=C3CC4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCN(CCOc3ccc(NS(C)(=O)=O)cc3)CCc3ccc(NS(C)(=O)=O)cc3)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,=,5.4,SWUAVFBRZILEQG-UHFFFAOYSA-N
 10.1021/ml100249e,O=C(Nc1cnc(-c2ccncc2F)c(-c2cccnc2)n1)C1CC1,=,37.0,XUYURJQIMYCWBB-UHFFFAOYSA-N
 10.1021/jm100176s,O=C(NC1(C(=O)NC(CCCN2CCN(CC3CCOCC3)CC2)Cc2ccccc2)CCCC1)c1ccc2ccccc2c1,=,14.6,ZXRIWIVIXXWDGK-UHFFFAOYSA-N
 10.1021/jm301661h,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,=,24.0,OCXBYYNZEUUCEO-UHFFFAOYSA-N
 10.1021/jm2003552,CN(C)CC(C)(C)Cn1c(CC(C)(C)C)nc2cc(C=CC(=O)NO)ccc21,=,19.4,FDURBWFXDKGGLQ-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00810,CCC(C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)CC3CCC(N(C)C)CC3)cc1)C2c1ccc(Cl)cc1,=,0.08,IXFIHZIZFSCBSU-UHFFFAOYSA-N
 10.1016/j.bmcl.2015.05.026,CN(C(=O)c1c(F)cccc1Cl)c1ncc(-c2cc(C(N)=O)ccc2Cl)cc1OCC(F)(F)F,=,5.9,LQCBFNJADLRCSO-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.11.059,Cc1cc(COc2ccc(C(=O)NC3CC(F)(F)CC3C(=O)NO)cc2)c2ccccc2n1,=,0.0,CYLJDKJSOJVUOS-UHFFFAOYSA-N
 10.1016/j.bmc.2011.10.022,CCc1c2nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)cnc3OCC(C)C)[nH]c(=O)c2nn1CCOC,=,40.0,OVICJVOCLHPFFM-UHFFFAOYSA-N
 10.1016/j.bmc.2013.09.054,CN(C)C1CCN(CC(NC(=O)CC2CNC(=O)c3cc(-c4cccc(Cl)c4)cn32)C2CCCCC2)CC1,=,1.01,UVAKDTIXORBEOH-UHFFFAOYSA-N
 10.1039/c2md20203d,CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C1=O,=,4.85,JULHAFBSUUZGPO-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.121,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCCn4nnc(C5CC5)n4)nn3c2)c1,=,0.08,CTMJHHLZQLYKLF-UHFFFAOYSA-N
 10.1016/j.bmcl.2006.03.055,CC(c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)C1c1ccc(C(F)(F)F)cc1,=,10.3,MZNOXHQFXHQCRQ-UHFFFAOYSA-N
 10.1016/j.bmcl.2010.07.009,CN1CCN(Cc2ccc(C(c3nnnn3Cc3ccccc3)N3CCCN(C4CCC4)CC3)cc2)CC1,=,0.8,KOIKIOIHIGLQAU-UHFFFAOYSA-N
 10.1016/j.bmcl.2015.06.004,CC1Cn2c(nnc2-c2ccc(F)cc2)CN1C(=O)c1cccc(Cl)c1Cl,=,43.3,LEKYBEUSNCUHQO-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.014,CNC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,=,14.58,XIXPZNZYGWXJSZ-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00919,CCC(C)C1NC(=O)c2csc(n2)C(C(C)CC)NC(=O)C2CCCN2C(=O)C(C(C)CC)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,=,9.6,MAVYAHYLEKLCNP-UHFFFAOYSA-N
 10.1021/jm3011349,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3nc(C)sc32)cc1,=,18.0,YQFNSFOVYAQJAF-UHFFFAOYSA-N
 10.1021/jm301187e,CCCCn1c(-c2cc(-c3cccc4[nH]ncc34)ccc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,=,8.02,XZIADLYCTOCKRV-UHFFFAOYSA-N
 10.1021/jm200497t,CC(C)Oc1cccc(-c2cnc(N3CCC(C(N)=O)CC3)s2)c1,=,6.1,IMZSWXAOQBTCCW-UHFFFAOYSA-N
 10.1021/jm300991n,CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(OC)c(C)c4)N=C(C)C(N)=N3)c2)c1,=,12.0,KQOKXSWNRISXBF-UHFFFAOYSA-N
 10.1021/jm300810x,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C,=,20.0,QULDDKSCVCJTPV-UHFFFAOYSA-N
 10.1021/jm100978n,COC(=O)NC(CCN1C2CCC1CC(n1c(C)nc3c1CN(C(=O)OC)CC3)C2)c1cccc(F)c1,=,17.0,DSCMAXGHSLCWHO-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.05.129,N=C(N)SCc1c(Br)ccc2c1sc1c(CSC(=N)N)c(Br)ccc12,=,4.0,LAYQGYPBCFKBJV-UHFFFAOYSA-N
 10.1021/jm200497t,CSc1ccc(-c2cnc(N3CCC(C(N)=O)CC3)s2)cc1,=,1.6,ZFIWZVVHNRUILB-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.02.087,Cn1cc(-c2cccc(-c3cnc(N)c(C(=O)NC4C5CC6CC4CC(O)(C6)C5)n3)c2)cn1,=,28.0,KADWYJUBGMHRCN-UHFFFAOYSA-N
 10.1021/jm3012273,CC(C)CC(CO)Nc1nc(OCc2ccccc2)nc2[nH]c(=O)sc12,=,23.0,KJEUTTLHSRWQMD-UHFFFAOYSA-N
 10.1016/j.bmc.2013.08.025,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1,=,0.9,YOPFAMROKXHVCQ-UHFFFAOYSA-N
 10.1021/jm061118e,CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,=,17.0,LGJRRERRFSZFTJ-UHFFFAOYSA-N
 10.1021/jm100095x,Cn1c(=O)c(-c2cc(C(=O)NC3CC3)ccc2Cl)cc2cnn(-c3c(F)cccc3F)c21,=,25.0,SBVVPLRDGQGTMO-UHFFFAOYSA-N
 10.1016/j.bmc.2013.09.054,O=C(CC1CNC(=O)c2cc(-c3cccc(F)c3)cn21)NC(CO)c1ccccc1,=,2.7,RCYKJOARDMHTPJ-UHFFFAOYSA-N
 10.1021/jm301859s,CC1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,=,23.0,SCGCBAAYLFTIJU-UHFFFAOYSA-N
 10.1021/jm301296t,Cc1nc(C)c(-c2ccc(C3CCC(CCO)CC3)cc2)nc1C(N)=O,=,58.0,BUVUEKVZSMDFQG-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.06.102,Cc1ccccc1C=CC(=O)NC1(C(=O)NC(Cc2ccccc2)C(=O)NCC2CCN(CC3CCOCC3)CC2)CCCC1,=,0.8,AHBIKCVHRSENAB-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CNC(=O)c1cc(Oc2ccc3sc(Nc4ccc(C(C)C)cc4)nc3c2)ccn1,=,10.0,RMQLQVJFCNMQCX-UHFFFAOYSA-N
 10.1039/C2MD20061A,COc1cc(N2CCN(C)CC2)ccc1-c1nc2ncc(Cl)c(NC3C4C=CC(C4)C3C(N)=O)c2[nH]1,=,5.0,MZGDIKYASHMRSG-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.08.017,CC(C)(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)C2CCCCN21,=,0.31,BQPZAFXWOOYNCK-UHFFFAOYSA-N
 10.1021/jm400079a,O=c1cc(CNc2cc(Cl)cc(Cl)c2)[nH][nH]1,=,0.6,CGMGCTWXFWSVPZ-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.05.128,Nc1nc(OC2CCCC2)nc2c1ncn2C1OC(CF)C(O)C1O,=,3.32,DZQYPUUPXBXYGL-UHFFFAOYSA-N
 10.1021/jm8005417,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(NCCN3CCOCC3)nncc2c1,=,0.3,XNOPUGWJDVUCJD-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.08.019,Cc1cccc(C(=O)NC2CC(n3cnc(NC(=O)Cc4cccc5ccccc45)c3)C2)n1,=,13.9,WESLFWSZUGLONY-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC1C(=O)C2(C)C(OC(=O)N(C)C)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,=,10.55,XVZNFAAFLPHWPJ-UHFFFAOYSA-N
 10.1016/j.ejmech.2012.03.014,Cn1c(C(F)(F)F)nc2ccc(C(=O)O)cc21,=,5.09,BEVLOLVLTQBSTJ-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.05.023,C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3csc(NC(C)C)n3)nc3cc(OC)ccc23)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)P(=O)(O)O,=,0.2,BQXDWZQXORQBLV-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.11.034,CN1CCC(NC(=O)c2ccc(Oc3ccc(C#CC4(O)CN5CCC4CC5)cc3)cc2)CC1,=,0.3,RMPYEISUTHEMLW-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00919,CCC(C)C1NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)c2csc(n2)C(CC(C)C)NC(=O)C2CCCN2C1=O,=,1.3,VYYBCILESAYSSU-UHFFFAOYSA-N
 10.1021/jm100978n,CCCC(=O)N1CCc2c(nc(C)n2C2CC3CCC(C2)N3CCC(NC(C)=O)c2cccc(F)c2)C1,=,1.0,GROFPPUYVVUDRM-UHFFFAOYSA-N
 10.1039/C3MD00156C,COc1cc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc2c1NC(=O)C(C)(C)NC2=O,=,12.0,RBDIMYQEYRAUBK-UHFFFAOYSA-N
 10.1016/j.bmc.2010.11.029,OCC1OC(n2ccc3c(-c4cccs4)ncnc32)C(O)C1O,=,1.57,YBUBCHDFOGAWME-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.04.128,CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,=,12.0,LYYAOAAEQUTERQ-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.12.035,Cc1nc(-n2ccc(-c3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,=,1.0,CTBMGYGHXFJGEB-UHFFFAOYSA-N
 10.1016/j.bmcl.2014.04.001,CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(Cl)cc3)CC2)nc1C,=,0.4,AIEZQZWTYKTYFP-UHFFFAOYSA-N
 10.1016/j.bmcl.2014.03.043,CN(C)CCC(Oc1ccc(NC(=O)Nc2ccc3c(ccn3C)c2)cc1)c1ccccc1,=,5.8,ZBOLBANDASCDQQ-UHFFFAOYSA-N
 10.1016/j.bmc.2013.09.054,CN1CCN(CC(NC(=O)CC2CNC(=O)c3cc(-c4ccnc(F)c4)cn32)C2CCCCC2)CC1,=,0.33,CSNVUBRZPKUAIT-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00919,CCC(C)C1NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)c2csc1n2,=,0.2,XRBJRRUDGYDQMD-UHFFFAOYSA-N
 10.1021/jm3011349,CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2S1,=,39.0,LDYSTRCMWIEPSN-UHFFFAOYSA-N
 10.1016/j.bmcl.2010.07.009,c1ccc(Cn2nnnc2C(c2ccc(-n3cncn3)cc2)N2CCCN(C3CCC3)CC2)cc1,=,104.0,IFFHPDKLLFCYAG-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.12.112,O=C(NCCN1CCCCC1)c1cc(Oc2ccc3nc(Nc4ccc(Br)cc4)ncc3c2)ccn1,<,1.0,INCNZIQEIQYEPG-UHFFFAOYSA-N
 10.1021/jm0704447,COc1ccc(CCC2(C3CCCC3)CC(O)=C(Sc3nc4nc(C)cc(C)n4n3)C(=O)O2)cc1Cl,=,3.0,ICHIQKXHMJFKHX-UHFFFAOYSA-N
 10.1021/jm301661h,O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,=,16.0,TVSDBYTZFAQONZ-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.08.017,CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)C2CCCN21,=,0.2,WVYWJPVQLJUDGR-UHFFFAOYSA-N
 10.1016/j.bmcl.2008.07.124,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6(C)CC6)CC5C=CCCCCCC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1Cl,=,11.1,ZALNWWKHXDKCGG-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CNC(=O)c1cc(Oc2ccc3sc(Nc4ccc(C)cc4)nc3c2)ccn1,=,10.0,OQHDANFEHJZHFU-UHFFFAOYSA-N
 10.1021/jm301661h,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccc(F)cc3C(F)(F)F)CC2)nn1,=,22.0,RXBOSKCKGPDBKY-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00627,Cc1nc(-c2ncn[nH]2)ccc1-c1cnc2c(n1)N(CCC1CCOCC1)C(=O)CN2,=,4.2,VLSSMLSPCKXABU-UHFFFAOYSA-N
 10.1016/j.bmcl.2012.09.059,CCN(CCO)C(=O)c1cc2ccccn2c1-c1cccc(OC)c1,=,54.0,NXWPSNJCNAFOBE-UHFFFAOYSA-N
 10.1021/ml200156t,Nc1cc(C(F)(F)F)c(-c2cc(Nc3cnc4ccccc4c3)nc(N3CCOCC3)n2)cn1,=,1.56,LVCJAUJVUSXEMD-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.08.071,OCC(O)C(O)C(O)C(O)CO,=,0.7,FBPFZTCFMRRESA-UHFFFAOYSA-N
 10.1021/jm1014549,CC1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,=,5.8,BHZNGMOMDQDTGT-UHFFFAOYSA-N
 10.1016/j.bmc.2013.09.054,CN1CCN(CC(NC(=O)CC2CNC(=O)c3cc(-c4cccc(F)c4)cn32)C2CCCCC2)CC1,=,1.0,JGKMXEWZXLSBRF-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00627,Cc1nc(-c2ncn[nH]2)ccc1-c1cnc2c(n1)N(C(C)C)C(=O)CN2,=,37.6,PYBNTHVXUJFNOG-UHFFFAOYSA-N
 10.1016/j.bmcl.2007.09.079,Cc1ccc(N2CCN(C(=O)C3CN(C4CCOCC4)CC3c3ccc(Cl)cc3)CC2)c(C(N)C(C)C)c1,=,0.8,KHUSEOUYELGLMC-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.06.010,CC(=O)Nc1nc2ccc(-c3cnc(N)c(C(F)(F)F)c3)cc2s1,=,16.0,WUEXEUOEWYMTKK-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.06.076,c1ccc(CN(c2ccc3sccc3c2)C2CCNCC2)cc1,=,1.4,RNLDMCBNMHSZQI-UHFFFAOYSA-N
 10.1016/j.ejmech.2011.08.021,Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1C(CN1CCOCC1)CO3,=,12.1,HQVHOQAKMCMIIM-UHFFFAOYSA-N
 10.1021/jm901802n,CCc1ccc(CCNc2ncc(C)n(CC(=O)NCCON=C(N)N)c2=O)cc1,=,0.29,KZONBYHVLBPYJT-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.02.084,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2N(C)C1=O,=,20.0,BWADCEZQHAZYFA-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CCCCc1ccc(Nc2nc3cc(Oc4ccnc(C(=O)NC)c4)ccc3s2)cc1,=,10.0,CQOHDVMSNLIHFC-UHFFFAOYSA-N
 10.1021/jm300991n,COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(N)=N3)c2)c1,=,22.0,INFFTYDAVRHZHS-UHFFFAOYSA-N
 10.1016/j.ejmech.2013.04.007,CCOC(=O)c1cc(C#N)c(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)nc1C,=,0.058,VHZYXGNZMRAFNP-UHFFFAOYSA-N
 10.1021/jm301661h,O=C(NCc1ccc(C(F)(F)F)o1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,=,18.0,DKACSJZPBDPRDC-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.09.065,O=C(NC(Cc1ccc(F)c(Br)c1)C(=O)O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nccnc12,=,0.04,RAYLDYGVHMTPSI-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.04.023,CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(Cl)cc4)nc3c2)ccn1,=,10.0,MSLRCTIJTGCYGK-UHFFFAOYSA-N
 10.1016/j.bmcl.2010.03.002,CCCC1(C(=O)O)OCCc2c1[nH]c1c(C)ccc(C#N)c21,=,3.2,ZVMAUJGPRGDYHO-UHFFFAOYSA-N
 10.1016/j.ejmech.2013.04.007,CCOC(=O)c1cc(C#N)c(N2CCC(NC(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,=,30.0,XBDVSNZJEZABEP-UHFFFAOYSA-N
 10.1016/j.bmcl.2013.12.035,Cc1nc(-n2ccc(OCc3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,=,0.02,DIPVPFWFBPWNMR-UHFFFAOYSA-N
 10.1021/jm3011349,CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2c(F)cccc2O1,=,39.0,ASMXERROSSALJP-UHFFFAOYSA-N
 10.1016/j.ejmech.2013.04.007,CCOC(=O)c1cc(C#N)c(N2CCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2C)nc1C,=,0.31,CSJGQSBCSQFHSP-UHFFFAOYSA-N
 10.1016/j.bmcl.2009.04.119,Cc1cc(Cn2c(=O)c(C3=CS(=O)(=O)c4ccccc4N3)c(O)c3cc(F)ccc32)ccc1F,=,0.5,NXYYIYUROGUGFD-UHFFFAOYSA-N
 10.1016/j.bmcl.2011.05.114,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,=,18.0,WMXJYEDCJIDCNY-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00919,CCC(C)C1NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C(C)NC(=O)c2csc(n2)C(C(C)CC)NC(=O)C2CCCN2C1=O,=,7.4,SBMUNCPYFGCZIQ-UHFFFAOYSA-N
 10.1021/acs.jmedchem.5b00892,N#Cc1cc(Cl)cc(-c2cc(-c3ccc(F)cn3)ncn2)c1,=,13.0,FQAXDSVNYVVQSE-UHFFFAOYSA-N
 10.1021/jm201620t,COC(=O)NC(C(=O)NN(CCCC1(Cc2ccccc2)C(=O)N(C2c3ccccc3CC2O)CC1O)Cc1ccc(Br)cc1)C(C)(C)C,=,22.0,CNEKPJRXLRHHDG-UHFFFAOYSA-N
 10.1021/jm901021k,N#Cc1c(-c2ccc(Br)cc2)no[n+]1[O-],=,7.9,IJZDOWKMNHCYCN-UHFFFAOYSA-N
 10.1021/jm401731q,COc1cc(C2CCN(c3cc(N4CCC4C(=O)NCCc4ccc(C#N)cc4)nc(C(F)(F)F)n3)CC2)ccc1C(=O)O,=,2.7,WIAGWRWRFOVUSG-UHFFFAOYSA-N
 10.1016/j.bmc.2013.09.054,O=C(CC1CNC(=O)c2cc(-c3ccccc3F)cn21)NCC1CCCCC1,=,11.9,FAUBVGRKHQVHTL-UHFFFAOYSA-N
 10.1016/j.bmc.2007.06.018,CC1OC(C=Cc2ccccc2)OCC1NC(=O)Cc1ccccc1,=,8.8,LYKSWKRUZWDLET-UHFFFAOYSA-N
 10.1016/j.bmc.2013.11.037,COC(=O)OC1CC2OCC2(OC(C)=O)C2C(OC(=O)c3ccccc3)C3(O)CC(OC(=O)C(O)C(CC(C)C)NC(=O)OC(C)(C)C)C(C)=C(C(OC)C(=O)C12C)C3(C)C,=,7.16,KMQVHPJBDWNXNB-UHFFFAOYSA-N
 10.1021/ml400526d,O=c1cc(C2CCNC(Cc3ccccc3)C2)o[nH]1,=,1.9,LNFPEBXLWIXQLF-UHFFFAOYSA-N
 10.1021/jm301661h,Cc1ccc(CNC(=O)c2ccc(N3CCN(C(=O)c4ccccc4C(F)(F)F)CC3)nn2)o1,=,25.0,CFQCWHCUFFJKDW-UHFFFAOYSA-N
