Standard Relation,Standard Type,Standard Units,Standard Value,canonical_smiles,DOI
=,Papp,ucm/s,1.36,C1CC(CN(C1)C2=NC(=NC(=C2)N3CCC(CC3)C(=O)O)C(F)(F)F)C(=O)NCCC4=CC=C(C=C4)C#N, 10.1021/jm401731q
=,Papp,ucm/s,1.02,CC1(CCN(CC1)C2=CC(=NC(=N2)C(F)(F)F)N3CCCC(C3)C(=O)NCCC4=CC=C(C=C4)C#N)C(=O)O, 10.1021/jm401731q
=,Papp,ucm/s,2.12,C1CC(CN(C1)C2=NC(=NC(=C2)N3CCC(CC3)OC4=CC=C(C=C4)CC(=O)O)C(F)(F)F)C(=O)NCCC5=CC=C(C=C5)C#N, 10.1021/jm401731q
=,Papp,ucm/s,5.73,C1CN(CCC1OC2=CC=C(C=C2)CC(=O)O)C3=CC(=NC(=N3)C(F)(F)F)N4CCC4C(=O)NCCC5=CC=C(C=C5)C#N, 10.1021/jm401731q
=,Papp,ucm/s,2.7,COC1=C(C=CC(=C1)C2CCN(CC2)C3=CC(=NC(=N3)C(F)(F)F)N4CCC4C(=O)NCCC5=CC=C(C=C5)C#N)C(=O)O, 10.1021/jm401731q
=,Papp,10'-6 cm/s,1.6,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C(C4CCCC4N(C3=O)CC5=CC=C(C=C5)F)O, 10.1016/j.bmcl.2009.09.045
=,Papp,10'-6 cm/s,2.1,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C(C4C5CCC(C5)C4N(C3=O)CC6=CC=C(C=C6)F)O, 10.1016/j.bmcl.2009.09.045
=,Papp,10'-6 cm/s,3.4,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C(C4C5CCC(C5)C4N(C3=O)CC6=CC=C(C=C6)F)O, 10.1016/j.bmcl.2009.09.045
=,Papp,10'-6 cm/s,1.3,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C(C4C5CCC(C5)C4N(C3=O)CC6=CC=C(C=C6)F)O, 10.1016/j.bmcl.2009.09.045
=,Papp,10'-6 cm/s,9.0,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C(C4C5CCC(C5)C4N(C3=O)CC6=CC=C(C=C6)F)O, 10.1016/j.bmcl.2009.09.045
=,Papp,10'-6 cm/s,1.05,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C(C4C5CCC(C5)C4N(C3=O)CC6=CC(=C(C=C6)F)F)O, 10.1016/j.bmcl.2009.09.045
=,Papp,10'-6 cm/s,4.0,CC1=C(C=CC(=C1)CN2C3C4CCC(C4)C3C(=C(C2=O)C5=NS(=O)(=O)C6=C(N5)C=CC(=C6)NS(=O)(=O)C)O)F, 10.1016/j.bmcl.2009.09.045
=,Papp,10'-6 cm/s,0.08,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C(C4C5CCC(C4N(C3=O)CC6=CC=C(C=C6)F)O5)O, 10.1016/j.bmcl.2009.09.045
=,Papp,10'-6 cm/s,2.0,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C(C4C5CCC(C5)C4N(C3=O)CC6=CC=C(C=C6)F)O, 10.1016/j.bmcl.2009.09.045
=,Papp,ucm/s,4.07,CC1(CC2C1C(CC(=CCCC2=C)C(=O)O)O)C, 10.1021/np400674t
<,Papp,ucm/s,1.0,C1CCC(CC1)C2=C(N3CC(=O)NCCC=CCS(=O)(=O)NC(=O)C4=CC3=C2C=C4)C5=COC=C5, 10.1016/j.bmcl.2012.03.097
=,Papp,ucm/s,0.08,CCC(C)OC1=C(C=C2CC(=O)N(C(C2=C1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)N(C)CC5CCC(CC5)N(C)C)OC, 10.1021/acs.jmedchem.5b00810
=,Papp,10^-6 cm/s,0.4,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O, 10.1016/j.bmcl.2008.02.072
=,Papp,10^-6 cm/s,10.0,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O, 10.1016/j.bmcl.2008.02.072
=,Papp,10^-6 cm/s,0.016,CC(C)CCN1C(=O)C(=C(C(=N1)C2=CC=CS2)O)C3=NS(=O)(=O)C4=C(N3)C=CC(=C4)NS(=O)(=O)C, 10.1016/j.bmcl.2008.02.072
=,Papp,10^-6 cm/s,0.06,CC(C)(C)CCN1C(=O)C(=C(C(=N1)C2=CC=CS2)O)C3=NS(=O)(=O)C4=C(N3)C=CC(=C4)NS(=O)(=O)C, 10.1016/j.bmcl.2008.02.072
=,Papp,10'-6 cm/s,10.0,CC(C)(C)C1=CC(=CC=C1)NC2=NC3=C(N2C)C=CC(=C3)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)OC(=N3)NC4=CC=C(C=C4)Cl, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)OC(=N3)NC4=CC=CC=C4F, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CCC1=CC=CC=C1NC2=NC3=C(O2)C=CC(=C3)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CC(C)C1=CC(=CC=C1)NC2=NC3=C(O2)C=CC(=C3)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CC(C)C1=CC=C(C=C1)NC2=NC3=C(O2)C=CC(=C3)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CC(C)C1=CC(=CC=C1)NC2=NC3=C(O2)C=CC(=C3)OC4=CC(=NC=C4)C(=O)N, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)SC(=N3)NC4=CC=C(C=C4)OC(F)(F)F, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)OC(=N3)NC4=CC=C(C=C4)Br, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CCN1CCN(CC1)C2=CC=C(C=C2)NC3=NC4=C(O3)C=CC(=C4)OC5=CC(=NC=C5)C(=O)NC, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CC(C)(C)C1=CC(=CC=C1)NC2=NC3=C(S2)C=CC(=C3)OC4=CC(=NC=C4)C(=O)N, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)OC(=N3)NC4=CC=C(C=C4)OC(F)(F)F, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CC(C)C1=CC(=CC=C1)NC2=NC3=C(O2)C=CC(=C3)OC4=CC(=NC=C4)C(=O)NCCN5CCOCC5, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)OC(=N3)NC4=CC=CC(=C4)C(F)(F)F, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CCC1=CC=C(C=C1)NC2=NC3=C(O2)C=CC(=C3)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CC(C)(C)C1=CC(=CC=C1)NC2=NC3=C(O2)C=CC(=C3)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)OC(=N3)NC4=CC=C(C=C4)N(C)C, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)SC(=N3)NC4=CC=C(C=C4)Cl, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)SC(=N3)NC4=CC=C(C=C4)Br, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CC(C)C1=CC=C(C=C1)NC2=NC3=C(S2)C=CC(=C3)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)OC(=N3)NC4=CC=C(C=C4)OC5=CC=CC=C5, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CCCCC1=CC=C(C=C1)NC2=NC3=C(S2)C=CC(=C3)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)OC(=N3)NC4=CC=CC=C4Cl, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CCCCC1=CC=C(C=C1)NC2=NC3=C(O2)C=CC(=C3)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CC(C)(C)C1=CC(=CC=C1)NC2=NC3=C(S2)C=CC(=C3)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,CC1=CC=C(C=C1)NC2=NC3=C(S2)C=CC(=C3)OC4=CC(=NC=C4)C(=O)NC, 10.1016/j.bmcl.2011.04.023
=,Papp,10'-6 cm/s,10.0,C1COCCN1CCNC(=O)C2=NC=CC(=C2)OC3=CC4=C(C=C3)SC(=N4)NC5=CC=C(C=C5)Br, 10.1016/j.bmcl.2011.04.023
=,Papp,10^-6 cm/s,20.0,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC4=C(N(C3=O)C)N(N=C4)C5=C(C=C(C=C5)F)F, 10.1021/jm100095x
=,Papp,10^-6 cm/s,27.0,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC4=C(N(C3=O)C)N(N=C4)C5=C(C=CC=C5F)F, 10.1021/jm100095x
=,Papp,10^-6 cm/s,25.0,CN1C2=C(C=C(C1=O)C3=C(C=CC(=C3)C(=O)NC4CC4)Cl)C=NN2C5=C(C=CC=C5F)F, 10.1021/jm100095x
<,Papp,10'-6 cm/s,1.0,CCOC1=CC=CC(=C1)C(=O)NC2(CCCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NCC4CCN(CC4)CC5CCOCC5, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,4.4,CCCCOC1=CC=CC(=C1)C(=O)NC2(CCCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NCC4CCN(CC4)CC5CCOCC5, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,1.2,CCOC1=CC=C(C=C1)C(=O)NC2(CCCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NCC4CCN(CC4)CC5CCOCC5, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,0.8,CC(C)OC1=CC=C(C=C1)C(=O)NC2(CCCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NCC4CCN(CC4)CC5CCOCC5, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,0.9,CSC1=CC=C(C=C1)C(=O)NC2(CCCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NCC4CCN(CC4)CC5CCOCC5, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,0.6,CCSC1=CC=C(C=C1)C(=O)NC2(CCCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NCC4CCN(CC4)CC5CCOCC5, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,9.3,CCCCC1=CC=C(C=C1)C(=O)NC2(CCCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NCC4CCN(CC4)CC5CCOCC5, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,17.6,CCCCC1=CN=C(C=C1)C(=O)NC2(CCCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NCC4CCN(CC4)CC5CCOCC5, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,2.1,C1CCC(C1)(C(=O)NC(CC2=CC=CC=C2)C(=O)NCC3CCN(CC3)CC4CCOCC4)NC(=O)C=CC5=CC(=CC=C5)F, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,1.0,C1CCC(C1)(C(=O)NC(CC2=CC=CC=C2)C(=O)NCC3CCN(CC3)CC4CCOCC4)NC(=O)C=CC5=CC=CC=C5Cl, 10.1016/j.bmcl.2008.06.102
<,Papp,10'-6 cm/s,1.0,C1CCC(C1)(C(=O)NC(CC2=CC=CC=C2)C(=O)NCC3CCN(CC3)CC4CCOCC4)NC(=O)C=CC5=CC(=CC=C5)Cl, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,2.8,C1CCC(C1)(C(=O)NC(CC2=CC=CC=C2)C(=O)NCC3CCN(CC3)CC4CCOCC4)NC(=O)C=CC5=CC=C(C=C5)Cl, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,1.4,COC1=CC=CC(=C1)C=CC(=O)NC2(CCCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NCC4CCN(CC4)CC5CCOCC5, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,0.8,CC1=CC=CC=C1C=CC(=O)NC2(CCCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NCC4CCN(CC4)CC5CCOCC5, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,2.1,CC1=CC(=CC=C1)C=CC(=O)NC2(CCCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NCC4CCN(CC4)CC5CCOCC5, 10.1016/j.bmcl.2008.06.102
<,Papp,10'-6 cm/s,1.0,CC1=CC=C(C=C1)C=CC(=O)NC2(CCCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NCC4CCN(CC4)CC5CCOCC5, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,4.7,CSC1=CC=C(C=C1)C=CC(=O)NC2(CCCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NCC4CCN(CC4)CC5CCOCC5, 10.1016/j.bmcl.2008.06.102
=,Papp,10'-6 cm/s,12.0,CC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NC3(CCCC3)C(=O)NC(CC4=CC=CC=C4)C(=O)NCC5CCN(CC5)CC6CCOCC6, 10.1016/j.bmcl.2008.06.102
=,Papp,ucm/s,9.5,C1CCC(C(C1)N)NC2=NC(=C3C(=C2)N=CNC3=O)NC4=CC=CC5=C4NC=C5, 10.1016/j.bmcl.2014.03.075
=,Papp,ucm/s,9.5,CC1=CNC2=C1C=CC=C2NC3=C4C(=CC(=N3)NC5CCCCC5N)N=CNC4=O, 10.1016/j.bmcl.2014.03.075
=,Papp,10'-6 cm/s,1.2,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O, 10.1021/jm901021k
=,Papp,10'-6 cm/s,20.3,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O, 10.1021/jm901021k
=,Papp,10'-6 cm/s,1.0,C1=CC=C(C=C1)C2=NO[N+](=C2C#N)[O-], 10.1021/jm901021k
=,Papp,10'-6 cm/s,7.9,C1=CC(=CC=C1C2=NO[N+](=C2C#N)[O-])Br, 10.1021/jm901021k
=,Papp,10'-6 cm/s,9.4,C1=C(SC=C1C2=NO[N+](=C2C#N)[O-])C3=NO[N+](=C3C#N)[O-], 10.1021/jm901021k
=,Papp,10'-6 cm/s,2.54,C1=CSC(=C1)C2=NO[N+](=C2C#N)[O-], 10.1021/jm901021k
=,Papp,10'-6 cm/s,7.9,C1=C(C=C(C=C1C2=NO[N+](=C2C#N)[O-])F)C3=NO[N+](=C3C#N)[O-], 10.1021/jm901021k
=,Papp,10'-6 cm/s,4.0,C1=C(SC(=C1)C2=NO[N+](=C2C#N)[O-])C3=NO[N+](=C3C#N)[O-], 10.1021/jm901021k
=,Papp,ucm/s,27.4,CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC=CC(=C4)C1, 10.1021/jm201112g
=,Papp,10'-6 cm/s,0.4,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O, 10.1016/j.bmcl.2008.08.017
=,Papp,10'-6 cm/s,10.0,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O, 10.1016/j.bmcl.2008.08.017
=,Papp,10'-6 cm/s,0.1,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=C3C(=O)C4=CC=CN4N(C3=O)CC5=CC=C(C=C5)F)NS2(=O)=O, 10.1016/j.bmcl.2008.08.017
=,Papp,10'-6 cm/s,0.2,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C(C4CCCN4N(C3=O)CC5=CC=C(C=C5)F)O, 10.1016/j.bmcl.2008.08.017
=,Papp,10'-6 cm/s,0.2,CC(C)CCN1C(=O)C(=C(C2N1CCC2)O)C3=NS(=O)(=O)C4=C(N3)C=CC(=C4)NS(=O)(=O)C, 10.1016/j.bmcl.2008.08.017
=,Papp,10'-6 cm/s,0.44,CC(C)(C)CCN1C(=O)C(=C(C2N1CCC2)O)C3=NS(=O)(=O)C4=C(N3)C=CC(=C4)NS(=O)(=O)C, 10.1016/j.bmcl.2008.08.017
=,Papp,10'-6 cm/s,2.0,CC(C)(C)CCN1C(=O)C(=C(C2N1CCC2)O)C3=NS(=O)(=O)C4=C(N3)C=CC(=C4)N(C)S(=O)(=O)C, 10.1016/j.bmcl.2008.08.017
=,Papp,10'-6 cm/s,0.6,CC12CCCN1N(C(=O)C(=C2O)C3=NS(=O)(=O)C4=C(N3)C=CC(=C4)NS(=O)(=O)C)CCC(C)(C)C, 10.1016/j.bmcl.2008.08.017
=,Papp,10'-6 cm/s,0.31,CC(C)(C)CCN1C(=O)C(=C(C2N1CCCC2)O)C3=NS(=O)(=O)C4=C(N3)C=CC(=C4)NS(=O)(=O)C, 10.1016/j.bmcl.2008.08.017
=,Papp,10'-6 cm/s,0.1,CS(=O)(=O)NC1=CC2=C(C=C1)NC(=NS2(=O)=O)C3=C(C4CCCCN4N(C3=O)CC5=CC=C(C=C5)F)O, 10.1016/j.bmcl.2008.08.017
=,Papp,ucm/s,1.23,CCN(CC)CC.C1=CC=C(C(=C1)C(=O)NS(=O)(=O)NCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O)O, 10.1021/acs.jmedchem.5b00391
=,Papp,ucm/s,1.23,CCN(CC)CC.C1=CC=C(C(=C1)C(=O)NS(=O)(=O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O)O, 10.1021/acs.jmedchem.5b00391
=,Papp,ucm/s,0.62,CC[NH+](CC)CC.CC(=O)OC1C(OC(C1OC(=O)C)N2C=NC3=C(N=CN=C32)N)COS(=O)(=O)NC(=O)C4=CC=CC=C4[O-], 10.1021/acs.jmedchem.5b00391
=,Papp,ucm/s,0.52,CC[NH+](CC)CC.C1CC1NC2=C3C(=NC(=N2)C4=CC=CC=C4)N(C=N3)C5C(C(C(O5)CNS(=O)(=O)NC(=O)C6=CC=CC=C6[O-])O)O, 10.1021/acs.jmedchem.5b00391
=,Papp,ucm/s,4.2,CC[NH+](CC)CC.C1=CC=C(C(=C1)C(=O)NS(=O)(=O)NCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)F)O)[O-], 10.1021/acs.jmedchem.5b00391
=,Papp,ucm/s,13.0,CCS(=O)(=O)N1C2=C(CN(CC2)C3CCOCC3)C4=C1C=CC(=C4)C(=O)N5CCC(CC5)C, 10.1016/j.bmcl.2012.04.128
=,Papp,ucm/s,0.15,CNC(=O)CCC(CO)N(C)C(=O)C1=CC2=C(C=C1)N(C3=C2CC(CC3)C4CCOCC4)C, 10.1016/j.bmcl.2012.04.128
=,Papp,ucm/s,27.0,CN1C2=C(CC(CC2)C3CCOCC3)C4=C1C=CC(=C4)C(=O)N(C)CC(=O)NC5CC5, 10.1016/j.bmcl.2012.04.128
=,Papp,ucm/s,12.0,CNC(=O)CCCN(C)C(=O)C1=CC2=C(C=C1)N(C3=C2CC(CC3)C4CCOCC4)C, 10.1016/j.bmcl.2012.04.128
=,Papp,ucm/s,0.11,CN1C2=C(CC(CC2)C3CCOCC3)C4=C1C=CC(=C4)C(=O)N(C)C(CCC(=O)NCCF)CO, 10.1016/j.bmcl.2012.04.128
=,Papp,ucm/s,23.0,CCN(CC(=O)NC1CC1)C(=O)C2=CC3=C(C=C2)N(C4=C3CC(CC4)C5CCOCC5)C, 10.1016/j.bmcl.2012.04.128
=,Papp,ucm/s,0.21,, 10.1016/j.bmcl.2012.04.128
=,Papp,10'-6 cm/s,0.39,CC(C)(C)C1=CC(=C(S1)NC(=O)NC2=C(C(=CC=C2)Cl)Cl)C(=O)N3CCC(=O)N(CC3)CCN(C)C, 10.1016/j.bmcl.2011.09.078
=,Papp,ucm/s,60.0,CCCN(CCO)C(=O)C1=C(N2C=CC=CC2=C1)C3=CC=CC=C3, 10.1016/j.bmcl.2012.09.059
=,Papp,ucm/s,42.0,CCN(CCO)C(=O)C1=C(N2C(=C1)C=CC=N2)C3=CC(=CC=C3)C(F)(F)F, 10.1016/j.bmcl.2012.09.059
=,Papp,ucm/s,54.0,CCN(CCO)C(=O)C1=C(N2C=CC=CC2=C1)C3=CC(=CC=C3)OC, 10.1016/j.bmcl.2012.09.059
=,Papp,ucm/s,58.0,COC1=CC=CC(=C1)C2=C(C=C3N2C=CC=C3)C(=O)N4CCCCC4CO, 10.1016/j.bmcl.2012.09.059
=,Papp,ucm/s,56.0,, 10.1016/j.bmcl.2012.09.059
=,Papp,10'-6 cm/s,0.41,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O, 10.1016/j.bmcl.2009.09.021
=,Papp,10'-6 cm/s,51.3,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O, 10.1016/j.bmcl.2009.09.021
=,Papp,10'-6 cm/s,34.8,CCCCN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=NC4=CC=CC=C4S3)C, 10.1016/j.bmcl.2009.09.021
<,Papp,ucm/s,0.1,CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C(=O)NC3C(CC4=CC=CC=C34)OCC#CC#CCOC5CC6=CC=CC=C6C5NC(=O)C7CCCN7C(=O)C(C8CCCCC8)NC(=O)C(C)NC)NC, 10.1021/jm401075x
<,Papp,ucm/s,0.1,CC(C(=O)NC(C(=O)N1CCCC1C(=O)NC2C(CC3=CC=CC=C23)OCC#CC#CCOC4CC5=CC=CC=C5C4NC(=O)C6CCCN6C(=O)C(C(C)(C)C)NC(=O)C(C)NC)C(C)(C)C)NC, 10.1021/jm401075x
=,Papp,ucm/s,17.4,COC1=CC=CC=C1C(=O)C=CC2=CC=CC=C2C(F)(F)F, 10.1016/j.bmc.2015.07.056
=,Papp,ucm/s,17.3,COC1=CC=CC=C1C(=O)C=CC2=C(C=CC=N2)C(F)(F)F, 10.1016/j.bmc.2015.07.056
=,Papp,10^-6 cm/s,0.9,CN1C2=C(C=C(C=C2)NC(=O)C3=CC=CC=C3C4=CC=C(C=C4)C(F)(F)F)C=C1C(=O)NC(C5=CC=CC=C5)C(=O)N(C)CC6=CC=CC=C6, 10.1016/j.bmcl.2007.01.018
=,Papp,ucm/s,1.0,CC(CC1=CC(=CC=C1)CC(=O)NC2CC3=CC=CC=C3C2)NCC(C4=CC(=C(C=C4)O)CO)O, 10.1016/j.bmcl.2007.04.081
=,Papp,ucm/s,1.0,CC(CC1=CC(=CC=C1)CC(=O)NCC2=C(C=CC=C2Cl)F)NCC(C3=CC(=C(C=C3)O)CO)O, 10.1016/j.bmcl.2007.04.081
=,Papp,ucm/s,2.0,CC(CC1=CC(=CC=C1)CC(=O)NCC2=C(C=CC(=C2)C(F)(F)F)F)NCC(C3=CC(=C(C=C3)O)CO)O, 10.1016/j.bmcl.2007.04.081
=,Papp,ucm/s,1.0,CC(CC1=CC(=CC=C1)CC(=O)NCC2=CC(=C(C=C2)Cl)Cl)NCC(C3=CC(=C(C=C3)O)CO)O, 10.1016/j.bmcl.2007.04.081
=,Papp,ucm/s,1.0,CC(CC1=CC(=CC=C1)CC(=O)NCC2=CC(=CC(=C2)Cl)Cl)NCC(C3=CC(=C(C=C3)O)CO)O, 10.1016/j.bmcl.2007.04.081
=,Papp,ucm/s,40.0,CC1=NC(N=C1N)(C2=CC=NC=C2)C3=CC=CC(=C3)C4=CC(=CC=C4)OC, 10.1021/jm300991n
=,Papp,ucm/s,19.0,CC1=C(C=CC(=C1)C2(N=C(C(=N2)N)C)C3=CC=CC(=C3)C4=CN=CN=C4)OC, 10.1021/jm300991n
=,Papp,ucm/s,2.0,CC#CC1=CC(=CN=C1)C2=C(C=CC(=C2)C3(N=C(C(=N3)N)C)C4CC4)O, 10.1021/jm300991n
=,Papp,ucm/s,28.0,CC1=CC(=CC(=C1OC)C)C2(N=C(C(=N2)N)C)C3=CC=CC(=C3)C4=CN=CN=C4, 10.1021/jm300991n
=,Papp,ucm/s,31.0,CC1=NC(N=C1N)(CC2=CC=CC=C2)C3=CC=CC(=C3)C4=CN=CN=C4, 10.1021/jm300991n
=,Papp,ucm/s,46.0,CC1(N=C(C(=N1)N)C2=CC=CC=C2)C3=CC=CC(=C3)C4=CN=CC=C4, 10.1021/jm300991n
=,Papp,ucm/s,22.0,CC1=NC(N=C1N)(C2CCOCC2)C3=CC=CC(=C3)C4=CC(=CC=C4)OC, 10.1021/jm300991n
=,Papp,ucm/s,28.0,CC1=NC(N=C1N)(C2=CC=C(C=C2)OC)C3=CC=CC(=C3)C4=CN=CC=C4, 10.1021/jm300991n
=,Papp,ucm/s,27.0,CC#CC1=CC(=CN=C1)C2=CC(=CC=C2)C3(N=C(C(=N3)N)C)C4CC4, 10.1021/jm300991n
=,Papp,ucm/s,30.0,CC1=NC(N=C1N)(C)C2=CC=CC(=C2)C3=CN=CC=C3, 10.1021/jm300991n
=,Papp,ucm/s,38.0,CC(C)C1=NC(N=C1N)(C)C2=CC=CC(=C2)C3=CN=CC=C3, 10.1021/jm300991n
=,Papp,ucm/s,30.0,CC(C)C1=NC(N=C1N)(C2=CC=CC=C2)C3=CC=CC(=C3)C4=CN=CN=C4, 10.1021/jm300991n
=,Papp,ucm/s,30.0,CC(C)C1=NC(N=C1N)(C2=CC=C(C=C2)OC)C3=CC=CC(=C3)C4=CN=CN=C4, 10.1021/jm300991n
=,Papp,ucm/s,41.0,CC1=NC(N=C1N)(C2=CC=C(C=C2)F)C3=CC=CC(=C3)C4=CN=CC=C4, 10.1021/jm300991n
=,Papp,ucm/s,21.0,CC1=CC(=CC(=C1OC)C)C2(N=C(C(=N2)N)C)C3=CC=CC(=C3)C4=CN=CN=C4, 10.1021/jm300991n
=,Papp,ucm/s,22.0,CC1=CC(=CC(=C1OC)C)C2(N=C(C(=N2)N)C)C3=CC=CC(=C3)C4=CN=CN=C4, 10.1021/jm300991n
