std_smiles,std_relation,VDss (L/kg),inchi_key
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,=,2.4,OGWKCGZFUXNPDA-XQKSVPLYSA-N
CN(C)CCCN1c2ccccc2Sc2ccccc21,=,8.1,ZGUGWUXLJSTTMA-UHFFFAOYSA-N
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,=,0.16,ZJJXGWJIGJFDTL-UHFFFAOYSA-N
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,=,53.0,XDRYMKDFEDOLFX-UHFFFAOYSA-N
CC(C)Cc1ccc([C@@H](C)C(=O)[O-])cc1,=,0.15,HEFNNWSXXWATRW-SNVBAGLBSA-M
NCC1OC(OC2CCC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,=,0.23,JILLEHRRYBHYQI-UHFFFAOYSA-N
CC(Cl)C(N)=O,=,0.19,OEZPDHRXGCLGKB-UHFFFAOYSA-N
COCCc1ccc(OCC(O)CNC(C)C)cc1,=,3.1,IUBSYMUCCVWXPE-UHFFFAOYSA-N
CCC(CO)NCCNC(CC)CO,=,1.7,AEUTYOVWOVBAKS-UHFFFAOYSA-N
C/C=C\C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,=,0.21,WDLWHQDACQUCJR-AGGBKSKLSA-N
CC(C)NCC(O)COc1cccc2[nH]ccc12,=,1.2,JZQKKSLKJUAGIC-UHFFFAOYSA-N
NCCC(O)C(=O)N[C@@H]1C[C@H](N)C(O[C@H]2O[C@H](CN)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O[C@H]1OC(CO)[C@@H](O)[C@H](N)[C@H]1O,=,0.16,LKCWBDHBTVXHDL-HAUVRSHRSA-N
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,=,7.6,DQCKKXVULJGBQN-XFWGSAIBSA-N
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,=,1.2,NWXMGUDVXFXRIG-UHFFFAOYSA-N
CN[C@H](CC(C)C)C(=O)NC1C(=O)N[C@@H](CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,=,0.54,MYPYJXKWCTUITO-XUEPVZEFSA-N
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,=,0.86,OIGNJSKKLXVSLS-VWUMJDOOSA-N
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,=,0.58,TYZROVQLWOKYKF-ZDUSSCGKSA-N
O=S(=O)(O)CCCN1CCN(CCO)CC1,=,2.9,OWXMKDGYPWMGEB-UHFFFAOYSA-N
CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,=,0.13,PJVWKTKQMONHTI-OAHLLOKOSA-N
NC[C@H]1CC[C@H](C(=O)O)CC1,=,0.38,GYDJEQRTZSCIOI-LJGSYFOKSA-N
CN(C)N=Nc1ccc(C(=O)O)cc1,=,0.25,GUAZPUYTLMUTMA-UHFFFAOYSA-N
[2H]C1([2H])C(Oc2cc(C3(C#N)CCC(C(=O)O)CC3)ccc2OC)C([2H])([2H])C([2H])([2H])C1([2H])[2H],=,0.23,CFBUZOUXXHZCFB-UDCOFZOWSA-N
O=NN(CCCl)C(=O)NCCCl,=,1.2,DLGOEMSEDOSKAD-UHFFFAOYSA-N
O=C1CN(/N=C\c2ccc([N+](=O)[O-])o2)C(=O)N1,=,0.57,NXFQHRVNIOXGAQ-OQFOIZHKSA-N
CCCCc1oc2ccccc2c1-c1c(C(=O)c2cc(I)c(OCCN(CC)CC)c(I)c2-c2c(CCCC)oc3ccccc23)cc(I)c(OCCN(CC)CC)c1I,=,60.0,ISBICGJCBZOIOL-UHFFFAOYSA-N
CC(C)(C)[C@@]1(O)C[C@H]2OC(=O)C[C@]23C(=O)O[C@H]2OC(=O)[C@@H](O)[C@@]213,=,2.5,MOLPUWBMSBJXER-ZDXFXCARSA-N
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,=,0.58,JOFWLTCLBGQGBO-UHFFFAOYSA-N
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,=,1.3,GBBSUAFBMRNDJC-UHFFFAOYSA-N
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12,=,0.15,AVAACINZEOAHHE-UHFFFAOYSA-N
COc1ccc(C)cc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,=,0.75,RAWLZBUZFGOUJJ-UHFFFAOYSA-N
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,=,0.17,XJSFLOJWULLJQS-NGVXBBESSA-N
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2,=,9.7,ZNRGQMMCGHDTEI-ITGUQSILSA-N
C[C@@H]1C(=O)O[C@H]2[C@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36C(OC(=O)[C@@H]6O)O[C@]4(C(=O)O5)[C@@]12O,=,0.91,SQOJOAFXDQDRGF-VMJSYCOQSA-N
CN(C)C(=N)NC(=N)N,=,0.64,XZWYZXLIPXDOLR-UHFFFAOYSA-N
C=CC[N@@+]12CC[C@@]34c5ccccc5N5C=C6[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(C=C([C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,=,0.32,MUQUYTSLDVKIOF-BBMNSBIFSA-N
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,=,0.95,METKIMKYRPQLGS-UHFFFAOYSA-N
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,=,0.41,NRUKOCRGYNPUPR-PSZSYXFXSA-N
CNCCCN1c2ccccc2CCc2ccccc21,=,15.0,HCYAFALTSJYZDH-UHFFFAOYSA-N
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,=,18.0,RGCVKNLCSQQDEP-UHFFFAOYSA-N
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,=,1.9,VWPOSFSPZNDTMJ-UHFFFAOYSA-N
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,=,1.5,WNMJYKCGWZFFKR-UHFFFAOYSA-N
CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,=,0.17,OROAFUQRIXKEMV-UHFFFAOYSA-N
O=C1CCC2CCCCC2C1,=,0.17,LGVJRKCQQHOWAU-UHFFFAOYSA-N
C[C@]12CC(=O)[C@@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@@]2(O)C(=O)CO,=,0.57,XOFYZVNMUHMLCC-PBGGHTPGSA-N
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,=,3.1,GIYAQDDTCWHPPL-UHFFFAOYSA-N
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)C(O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,=,0.25,NSKGQURZWSPSBC-SSXIAAKRSA-N
CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2ccc1cc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,=,0.14,IZJRUXNZMRDQJI-SZUNQUCBSA-N
O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1(O)O,=,0.2,DMKBGLSCDYFSGG-UHFFFAOYSA-N
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,=,22.0,AOJJSUZBOXZQNB-UHFFFAOYSA-N
CC1(C)C(/C=C\C=C\C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3c(ccc4ccccc34)C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2c1ccc1ccccc21,=,0.035,RPDQAYSTXVUGTK-UHFFFAOYSA-M
CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,=,0.15,DHSUYTOATWAVLW-WFVMDLQDSA-N
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,=,0.28,HVFLCNVBZFFHBT-ZKDACBOMSA-N
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,=,0.82,CBVCZFGXHXORBI-PXQQMZJSSA-N
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,=,0.17,UXIGWFXRQKWHHA-UHFFFAOYSA-N
O=C(O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccnc3)cc21,=,0.19,SPXYHZRWPRQLNS-UHFFFAOYSA-N
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,=,0.14,XMAYWYJOQHXEEK-OZXSUGGESA-N
Clc1cccc(Cl)c1NC1=NCCN1,=,3.3,GJSURZIOUXUGAL-UHFFFAOYSA-N
NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,=,0.18,UIMOJFJSJSIGLV-JNHMLNOCSA-N
CCNCC(O)c1cccc(O)c1,=,2.1,SQVIAVUSQAWMKL-UHFFFAOYSA-N
[2H]C([2H])(N)C([2H])([2H])OCC1=C(C(=O)OCC)C(c2ccccc2Cl)C(C(=O)OC)=C(C)N1,=,17.0,HTIQEAQVCYTUBX-YQUBHJMPSA-N
Cc1cccc(C)c1NC(=O)C(C)N,=,1.8,BUJAGSGYPOAWEI-UHFFFAOYSA-N
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,=,11.0,FABUFPQFXZVHFB-ZAYBSCONSA-N
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,=,0.19,WIGIZIANZCJQQY-RUCARUNLSA-N
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,=,1.7,GOEMGAFJFRBGGG-UHFFFAOYSA-N
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,=,0.13,SNBUBQHDYVFSQF-UHFFFAOYSA-N
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,=,3.6,WMWTYOKRWGGJOA-ZHLGSTKJSA-N
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,=,18.0,AHOUBRCZNHFOSL-YOEHRIQHSA-N
CCCC(=O)OCN1C(C)=C(C(=O)[O-])C(c2cccc(Cl)c2Cl)C(C(=O)OC)=C1C,=,0.58,ISHSFMOTCOCUCQ-UHFFFAOYSA-M
C[C@H]([C@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,=,0.62,HFGZFHCWKKQGIS-NOZJJQNGSA-N
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,=,2.0,ZPUCINDJVBIVPJ-LJISPDSOSA-N
CN1CCOC(c2ccccc2)c2ccccc2C1,=,5.6,RGPDEAGGEXEMMM-UHFFFAOYSA-N
S=P(N1CC1)(N1CC1)N1CC1,=,1.6,FOCVUCIESVLUNU-UHFFFAOYSA-N
CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,=,0.37,HIFJCPQKFCZDDL-ACWOEMLNSA-N
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,=,1.1,NZXKDOXHBHYTKP-UHFFFAOYSA-N
NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,=,0.13,JJCQSGDBDPYCEO-XVZSLQNASA-N
CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,=,1.2,VDKMYSMWQCFYBQ-UHFFFAOYSA-N
CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@H](O)[C@@]1(C)O,=,0.95,ULGZDMOVFRHVEP-UIGVSETDSA-N
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,=,0.25,VVIAGPKUTFNRDU-ABLWVSNPSA-L
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,=,0.14,GNBHRKFJIUUOQI-UHFFFAOYSA-N
CC(=N)N1CC[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3C2)C1,=,0.19,TYMABNNERDVXID-DLYFRVTGSA-N
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,=,4.1,LTMHDMANZUZIPE-PUGKRICDSA-N
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,=,0.95,STQGQHZAVUOBTE-VGBVRHCVSA-N
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,=,2.3,ASUTZQLVASHGKV-JDFRZJQESA-N
CC(C)c1cccc(O)c1C(C)C,=,4.7,ZEFOXNBIQIPHOP-UHFFFAOYSA-N
O[C@](CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,=,12.0,YSXKPIUOCJLQIE-AONDRMHESA-N
CN[C@@H]1C[C@@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,=,0.15,PBCZSGKMGDDXIJ-VDKBNTJGSA-N
Cc1cnc(NCCCN(C)C)c2c1[nH]c1ccc3cc(O)ccc3c12,=,11.0,QROONAIPJKQFMC-UHFFFAOYSA-N
O=c1cnc(-c2ccccc2Cl)c2cc(Cl)ccc2n1,=,2.2,FJZXDAPDVRRTNM-UHFFFAOYSA-N
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,=,11.0,DBGIVFWFUFKIQN-VIFPVBQESA-N
CC[C@@]1(O)CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,=,6.8,QJYVSAYVZYKUJL-LGWHJFRWSA-N
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,=,12.0,XLMALTXPSGQGBX-UHFFFAOYSA-N
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,=,0.19,UIOFUWFRIANQPC-JKIFEVAISA-N
COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,=,0.67,HXLAFSUPPDYFEO-UHFFFAOYSA-N
CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@]1(C)C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,=,0.08800000000000001,BTOZAHFFZDWCGE-GMEIZUCOSA-N
COc1nc(C)nc(Cl)c1NC1=NCCN1,=,1.8,WPNJAUFVNXKLIM-UHFFFAOYSA-N
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,=,38.0,XDXDZDZNSLXDNA-UHFFFAOYSA-N
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,=,1.3,RUZYUOTYCVRMRZ-UHFFFAOYSA-N
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,=,0.89,RLAWWYSOJDYHDC-BZSNNMDCSA-N
O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,=,0.7,YWXYYJSYQOXTPL-SLPGGIOYSA-N
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,=,3.7,SGTNSNPWRIOYBX-UHFFFAOYSA-N
O=C1CCNC(=O)C1,=,1.1,RDNZDMDLRIQQAX-UHFFFAOYSA-N
CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,=,0.13,JYIKNQVWKBUSNH-IOWAMHHWSA-N
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],=,1.9,MOYKHGMNXAOIAT-JGWLITMVSA-N
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,=,0.27,IVBHGBMCVLDMKU-FXTZWWGYSA-N
Cc1cc(N/C(O)=C2/C(=O)c3ccccc3S(=O)(=O)N2C)no1,=,0.19,LXLDMERTXJKSMN-WYMLVPIESA-N
CCN1CCN(C(=O)NC(C(=O)N[C@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]23)c2ccc(O)cc2)C(=O)C1=O,=,0.17,GCFBRXLSHGKWDP-KVUOWAFTSA-N
Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,=,0.76,IKENVDNFQMCRTR-UHFFFAOYSA-N
C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,=,0.24,WHXMKTBCFHIYNQ-SECBINFHSA-N
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,=,0.24,ZSKVGTPCRGIANV-ZXFLCMHBSA-N
CCCC(C)(COC(N)=O)COC(N)=O,=,0.7,NPPQSCRMBWNHMW-UHFFFAOYSA-N
O=C(O)C(Cl)Cl,=,0.19,JXTHNDFMNIQAHM-UHFFFAOYSA-N
CN(C)CCCN1c2ccccc2CCc2ccccc21,=,12.0,BCGWQEUPMDMJNV-UHFFFAOYSA-N
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,=,0.44,WDJUZGPOPHTGOT-XUDUSOBPSA-N
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,=,0.45,IDBPHNDTYPBSNI-UHFFFAOYSA-N
COc1ccc2c(c1)Sc1ccccc1N2CC(C)CN(C)C,=,12.0,JOZGNVRNTPTRTB-UHFFFAOYSA-N
CCOC(=O)C1(c2ccccc2)CCC=C[C@H]1N(C)C,=,4.0,WDEFBBTXULIOBB-LDCVWXEPSA-N
N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,=,0.3,NFLWUMRGJYTJIN-NXBWRCJVSA-N
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,=,0.43,FBOZXECLQNJBKD-ZDUSSCGKSA-N
COc1ccc([C@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@H]2OC(C)=O)cc1,=,4.1,HSUGRBWQSSZJOP-LEWJYISDSA-N
NC(CCCCNC(=O)[C@@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(N2Cc3ccccc3NC2=O)CC1)C(=O)N1CCN(c2ccncc2)CC1,=,0.31,ATGNXDDNAVZYOK-NFCCVXSLSA-N
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,=,2.3,BQJCRHHNABKAKU-KBQPJGBKSA-N
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,=,0.65,GUJRSXAPGDDABA-NSHDSACASA-N
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,=,0.12,MLYYVTUWGNIJIB-UHFFFAOYSA-N
O=C1CCCOc2ccc(Br)cc21,=,0.83,JMIWCASGALGDMJ-UHFFFAOYSA-N
COC(=O)C(c1ccccc1)C1CCCCN1,=,2.2,DUGOZIWVEXMGBE-UHFFFAOYSA-N
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,=,0.13,FLSLEGPOVLMJMN-YSSFQJQWSA-N
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,=,0.16,MAEIEVLCKWDQJH-UHFFFAOYSA-N
CCOC(=O)[C@@]1(c2ccccc2)CCC=C[C@@H]1NC,=,2.5,PDJZPNKVLDWEKI-GOEBONIOSA-N
Cn1c(=O)c2[nH]cnc2n(C)c1=O,=,0.51,ZFXYFBGIUFBOJW-UHFFFAOYSA-N
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,=,3.9,DZZWHBIBMUVIIW-IENPIDJESA-N
CCC(CC)COC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,=,7.1,FPTOUQZVCUIPHY-UHFFFAOYSA-N
C#CCN(C)C(C)Cc1ccccc1,=,1.9,MEZLKOACVSPNER-UHFFFAOYSA-N
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,=,2.5,BRUQQQPBMZOVGD-UHFFFAOYSA-N
C[N@@H+]1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,=,1.6,VMWNQDUVQKEIOC-CYBMUJFWSA-O
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@H]3[C@](C)(C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](O)C[C@H]1OC[C@]13OC(C)=O)[C@@H](NC(=O)c1ccccc1)c1ccccc1,=,0.068,LRCZQSDQZJBHAF-PUBGEWHCSA-N
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,=,1.2,VHRSUDSXCMQTMA-PJHHCJLFSA-N
CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1,=,3.3,SOYKEARSMXGVTM-OAHLLOKOSA-N
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,=,1.8,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
OCCN1CC(O)C(O)[C@@H](O)C1CO,=,0.28,IBAQFPQHRJAVAV-UWWAEOQPSA-N
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,=,0.16,BAFFCVCLJHSNGO-UHFFFAOYSA-N
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,=,1.2,GSDSWSVVBLHKDQ-JTQLQIEISA-N
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,=,1.4,FABPRXSRWADJSP-MEDUHNTESA-N
C#C[C@]1(OS(=O)(=O)O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,=,0.61,JHKCCDZKVDAGJH-SLHNCBLASA-N
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,=,0.54,ZAFYATHCZYHLPB-UHFFFAOYSA-N
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(Cl)[C@@H](O)C[C@@]21C,=,0.29,KUVIULQEHSCUHY-AFPZPSHSSA-N
