MoKa.LogD7.4,"fraction unbound 
in plasma (fu)",moka_ionState7.4,std_smiles,std_relation,human VDss (L/kg),inchi_key
-0.23,0.74,cationic,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,=,1.7,GOEMGAFJFRBGGG-UHFFFAOYSA-N
0.49,,cationic,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,=,1.22,NGOGFTYYXHNFQH-UHFFFAOYSA-N
3.5,0.02,neutral,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,=,3.6,XCGSFFUVFURLIX-VFGNJEKYSA-N
0.86,,neutral,O=C(/C=C/c1ccccc1)NCCO,=,0.11,OSCTXCOERRNGLW-VOTSOKGWSA-N
1.4,0.18,neutral,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,=,1.1,JSWZEAMFRNKZNL-UHFFFAOYSA-N
-1.7,0.97,zwitterionic,NCC1(CC(=O)O)CCCCC1,=,0.71,UGJMXCAKCUNAIE-UHFFFAOYSA-N
-2.9,,cationic,COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,=,15.45,UNNWAMSRSUVXCZ-PNISCQLKSA-N
-0.0083,0.16,anionic,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,=,0.35,DYDCPNMLZGFQTM-UHFFFAOYSA-N
-3.7,0.62,anionic,CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O,=,0.32,FKENQMMABCRJMK-UHFFFAOYSA-N
2.0,0.017,cationic,CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,=,1.2,VDKMYSMWQCFYBQ-UHFFFAOYSA-N
2.4,0.044,neutral,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],=,0.79,HYIMSNHJOBLJNT-UHFFFAOYSA-N
3.0,0.08,neutral,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,=,0.54,ZAFYATHCZYHLPB-UHFFFAOYSA-N
-0.07,,cationic,COc1cc(NC(C)CCCN)c2ncccc2c1,=,4.0,INDBQLZJXZLFIT-UHFFFAOYSA-N
1.3,,neutral,CC1=CC[C@@H](C(C)(C)O)C[C@@H]1O,=,0.43,OMDMTHRBGUBUCO-BDAKNGLRSA-N
3.9,0.1,cationic,CCOP(=O)(OCC)[C@@H](NC(=O)[C@]1(O)[C@@H](O)[C@@]2(CC)C=CCN3CC[C@]4(c5cc([C@@]6(C(=O)OC)C[C@H]7CN(CCc8c6[nH]c6ccccc86)C[C@@](O)(CC)C7)c(OC)cc5N(C)[C@H]41)[C@@H]32)C(C)C,=,4.67,BOELCLFVOBIXIF-LCQMQPLQSA-N
0.84,0.0012,anionic,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,=,0.12,MIQPIUSUKVNLNT-UHFFFAOYSA-N
2.0,0.453,zwitterionic,C[C@@H]1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,=,1.17,ZCGOMHNNNFPNMX-YHYDXASRSA-N
4.0,0.03,neutral,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,=,9.75,XYFPWWZEPKGCCK-UHFFFAOYSA-N
0.7,0.01,anionic,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,=,0.37,PSIFNNKUMBGKDQ-UHFFFAOYSA-N
-4.0,0.64,anionic,CO[C@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21,=,0.19,UHRBTBZOWWGKMK-IUODEOHRSA-N
0.9,1.0,neutral,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],=,0.9,ZFMITUMMTDLWHR-UHFFFAOYSA-N
5.3,0.003,cationic,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,=,5.54,WAXQNWCZJDTGBU-UHFFFAOYSA-N
1.2,0.57,anionic,CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,=,0.2,DQDAYGNAKTZFIW-CYBMUJFWSA-N
5.1,0.01,neutral,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,=,3.74,ZBGXUVOIWDMMJE-QHNZEKIYSA-N
-0.017,0.13,anionic,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,=,0.13,DBABZHXKTCFAPX-UHFFFAOYSA-N
-1.1,0.12,cationic,N/N=c1\[nH]ncc2ccccc12,=,1.5,RPTUSVTUFVMDQK-UHFFFAOYSA-N
-0.18,0.88,cationic,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,=,33.0,MQTOSJVFKKJCRP-BICOPXKESA-N
-2.1,0.98,neutral,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,=,0.35,OWWLUIWOFHMHOQ-XGHATYIMSA-N
0.95,0.033,anionic,O=C(O)CCCCON=C(c1cccnc1)c1cccc(C(F)(F)F)c1,=,0.43,GLLPUTYLZIKEGF-UHFFFAOYSA-N
1.6,0.11,neutral,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,=,1.23,FVTWTVQXNAJTQP-UHFFFAOYSA-N
-4.7,0.19,anionic,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,=,0.17,SLAYUXIURFNXPG-CRAIPNDOSA-N
-1.9,0.75,anionic,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,=,1.42,FYMHQCNFKNMJAV-HOTGVXAUSA-N
0.17,0.55,cationic,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,=,2.5,BRUQQQPBMZOVGD-XFKAJCMBSA-N
2.0,,anionic,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,=,0.19,RUDATBOHQWOJDD-BSWAIDMHSA-N
-0.29,0.0022,cationic,CN[C@@H]1C[C@H]2OC(C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,=,0.15,PBCZSGKMGDDXIJ-YVCRIDDQSA-N
1.1,0.83,cationic,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,=,2.3,ASUTZQLVASHGKV-JDFRZJQESA-N
2.6,,cationic,Oc1cc2c(cc1O)[C@H](Cc1cccc3ccccc13)NCC2,=,1.09,YGCQFKVNIBDJFW-SFHVURJKSA-N
-2.0,0.85,neutral,S=c1[nH]cnc2[nH]cnc12,=,1.0,GLVAUDGFNGKCSF-UHFFFAOYSA-N
-8.1,0.22,anionic,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,=,0.33,OGSPWJRAVKPPFI-UHFFFAOYSA-N
4.7,0.02,zwitterionic,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,=,20.0,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N
0.79,0.0036,anionic,CC(Oc1ccc(Oc2cnc3ccc(Cl)cc3n2)cc1)C(=O)O,=,0.19,NUQZXROIVGBRGR-UHFFFAOYSA-N
3.6,0.056,cationic,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,=,10.0,ZPEIMTDSQAKGNT-UHFFFAOYSA-N
-6.1,0.86,zwitterionic,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,=,0.23,ARAIBEBZBOPLMB-UFGQHTETSA-N
-4.1,0.79,anionic,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,=,0.31,ORFOPKXBNMVMKC-DWVKKRMSSA-N
-1.6,0.85,zwitterionic,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,=,0.21,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N
-0.44,,anionic,O=C(O)CCCSCCN1C(=O)CC[C@@H]1/C=C/[C@@H](O)Cc1ccc(F)cc1,=,0.48,SFNFINFMKONOSM-XJMNNFRSSA-N
3.4,0.02,cationic,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,=,15.0,XZXHXSATPCNXJR-ZIADKAODSA-N
1.0,0.79,neutral,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,=,7.6,DQCKKXVULJGBQN-XFWGSAIBSA-N
3.1,0.25,cationic,Cc1nnc(C(C)C)n1C1C[C@@H]2CC[C@H](C1)N2CC[C@@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,=,2.3,GSNHKUDZZFZSJB-BTUDYTORSA-N
0.34,0.006,anionic,CC(C)Cc1ccc(C(C)C(=O)O)cc1,=,0.15,HEFNNWSXXWATRW-UHFFFAOYSA-N
7.2,0.22,cationic,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)c(Br)c3c1[C@H](C2)N(C)CC3,=,51.0,ANJMFZGRGHQXMA-VMPREFPWSA-N
3.4,0.03,cationic,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,=,0.49,LEBVLXFERQHONN-INIZCTEOSA-N
-0.75,0.44,anionic,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,=,0.29,SEEPANYCNGTZFQ-UHFFFAOYSA-N
-0.084,,cationic,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,=,4.77,RVFGKBWWUQOIOU-NDEPHWFRSA-N
0.65,0.51,neutral,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,=,1.8,BYPFEZZEUUWMEJ-UHFFFAOYSA-N
-4.5,,zwitterionic,CSCC[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,=,0.73,HAAUASBAIUJHAN-LXOXETEGSA-N
1.5,0.03,cationic,CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12,=,3.41,XBGNERSKEKDZDS-UHFFFAOYSA-N
-0.48,0.9,neutral,CC[C@@H](C(N)=O)N1CCCC1=O,=,0.6,HPHUVLMMVZITSG-LURJTMIESA-N
-2.3,,anionic,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,=,0.13,VTLCNEGVSVJLDN-MLGOLLRUSA-N
3.3,0.057,neutral,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,=,0.35,MUMGGOZAMZWBJJ-DYKIIFRCSA-N
0.73,0.1,cationic,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,=,,FPOHNWQLNRZRFC-ZHACJKMWSA-N
3.4,0.001,anionic,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,=,0.6,KUCQYCKVKVOKAY-CTYIDZIISA-N
0.31,,cationic,NC(Cc1ccccn1)c1ccccc1,=,1.62,FWUQWDCOOWEXRY-UHFFFAOYSA-N
-7.5,0.64,anionic,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,=,0.88,ACSIXWWBWUQEHA-UHFFFAOYSA-N
-1.3,,cationic,CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,=,1.55,AGRCGQSFFMCBRE-ZEQRLZLVSA-N
-0.63,,anionic,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(-c4cnco4)cc3)CS[C@H]12)c1csc(N)n1,=,0.22,IWIVCNVLSKNJJS-IFVXKBPSSA-N
-3.4,0.05,anionic,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,=,6.57,IVTVGDXNLFLDRM-HNNXBMFYSA-N
-3.9,0.18,cationic,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12,=,2.3,HLFSMUUOKPBTSM-ISIOAQNYSA-N
3.4,0.21,cationic,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1N(C)C,=,4.0,WDEFBBTXULIOBB-WBVHZDCISA-N
0.3,0.83,cationic,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,=,1.7,KQKPFRSPSRPDEB-UHFFFAOYSA-N
2.5,,cationic,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,=,,MRBDMNSDAVCSSF-UHFFFAOYSA-N
0.93,0.07,neutral,CC(=O)O[C@H]1C[C@]2(O)[C@H]3CC[C@H]4C[C@H](O[C@H]5C[C@@H](O)[C@@H](O[C@H]6C[C@@H](O)[C@@H](O[C@H]7C[C@@H](O)[C@@H](O)[C@H](C)O7)[C@H](C)O6)[C@H](C)O5)CC[C@@]4(C)[C@H]3CC[C@]2(C)[C@H]1C1=CC(=O)OC1,=,0.78,NEBPBFLVSYFRQE-ZYMOIYFGSA-N
1.5,0.019,cationic,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,=,0.65,CBQGYUDMJHNJBX-RTBURBONSA-N
2.4,0.012,anionic,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,=,2.77,XRWSZZJLZRKHHD-WVWIJVSJSA-N
5.4,,neutral,CC[C@@H](C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,=,1.7,RAVIZVQZGXBOQO-CQSZACIVSA-N
-9.0,,anionic,O=C(O)CCSCC1O[C@@H]2O[C@@H]3[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]4[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]5[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]6[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]7[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]8[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]9[C@@H](CSCCC(=O)O)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,=,0.18,WHRODDIHRRDWEW-CZJDAEAPSA-N
2.3,0.04,neutral,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,=,0.68,GAKMQHDJQHZUTJ-ULHLPKEOSA-N
0.89,0.006,anionic,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,=,0.23,CFBUZOUXXHZCFB-OYOVHJISSA-N
-2.4,,zwitterionic,NC1(C(=O)O)CC1,=,0.73,PAJPWUMXBYXFCZ-UHFFFAOYSA-N
-0.7,0.1256820208,neutral,CC[C@@]1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)c(F)cc3nc2-1,=,1.42,LFQCJSBXBZRMTN-OAQYLSRUSA-N
-3.4,,neutral,O=c1[nH]c(=O)n(C2CCCO2)cc1F,=,0.62,WFWLQNSHRPWKFK-UHFFFAOYSA-N
2.6,0.002,cationic,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,=,1.46,ZKIAIYBUSXZPLP-UHFFFAOYSA-N
-1.6,0.55,zwitterionic,N=C(N)N1CCC[C@@H](CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C2CC2)C1,=,0.36,BYDKEYCXCIVOOV-JTSKRJEESA-N
0.05,0.58,cationic,CC(C)NCC(O)COc1cccc2[nH]ccc12,=,1.2,JZQKKSLKJUAGIC-UHFFFAOYSA-N
-2.6,0.93,cationic,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,=,0.23,DKWNMCUOEDMMIN-PKOBYXMFSA-N
0.41,0.86,cationic,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,=,1.9,ULFRLSNUDGIQQP-UHFFFAOYSA-N
-1.1,0.64,neutral,O=c1[nH]cc(F)c(=O)[nH]1,=,0.23,GHASVSINZRGABV-UHFFFAOYSA-N
1.6,0.29,neutral,O=C(CCCCCCC(=O)Nc1ccccc1)NO,=,0.5,WAEXFXRVDQXREF-UHFFFAOYSA-N
-0.2,0.85,neutral,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,=,0.58,VPPJLAIAVCUEMN-GFCCVEGCSA-N
4.0,0.01,neutral,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](O)(Cn1cncn1)c1cc(F)ccc1F,=,5.37,DDFOUSQFMYRUQK-FPTDNZKUSA-N
-7.5,1.0,cationic,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,=,0.073,CIDUJQMULVCIBT-MQDUPKMGSA-N
4.7,0.01,cationic,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,=,4.9,CEUORZQYGODEFX-UHFFFAOYSA-N
-5.8,,cationic,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,=,1.35,UBQYURCVBFRUQT-UHFFFAOYSA-N
2.4,0.09,cationic,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,=,14.0,PWWVAXIEGOYWEE-UHFFFAOYSA-N
-4.8,0.74,anionic,CON=C(C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CN3C=CN4[N-]C=CC=C34)CS[C@H]12)c1nsc(N)n1,=,0.24,UWSSBHYGIMWWEI-YVEFUNNKSA-N
-5.4,,anionic,O=C(O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,=,3.7,UVAUYSRYXACKSC-ULQDDVLXSA-N
-9.0,,cationic,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)O)C(C)C)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)C(N)=O,=,2.5,MRSJQTHAFCVNAB-HVKXXFBHSA-N
-0.29,0.03,anionic,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,=,0.19,RKWGIWYCVPQPMF-UHFFFAOYSA-N
1.0,,anionic,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,=,0.37,OZOMQRBLCMDCEG-VIZOYTHASA-N
-2.4,,cationic,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,=,10.1,PEZPMAYDXJQYRV-UHFFFAOYSA-N
0.54,,cationic,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,=,1.41,RMEDXOLNCUSCGS-UHFFFAOYSA-N
3.1,,neutral,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,=,1.2,XFDJYSQDBULQSI-UHFFFAOYSA-N
-2.5,0.18,cationic,CC[C@@H](CO)NCCN[C@@H](CC)CO,=,1.7,AEUTYOVWOVBAKS-UWVGGRQHSA-N
-7.7,,neutral,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,=,0.27,OZLPUNFFCJDMJD-UHFFFAOYSA-N
0.17,,cationic,COC(=O)C[C@@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,=,1.8,HYFHYPWGAURHIV-RZCBTRPQSA-N
1.7,0.47,neutral,CCOc1ccc(NC(C)=O)cc1,=,1.4,CPJSUEIXXCENMM-UHFFFAOYSA-N
2.3,,neutral,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,=,0.44,WXXSNCNJFUAIDG-UHFFFAOYSA-N
-4.7,,zwitterionic,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(CN)S[C@H]12,=,0.23,RXCNILVLOHRALM-UWBRJAPDSA-N
3.5,0.1,cationic,COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,=,9.7,GYKFWCDBQAFCLJ-RTWAWAEBSA-N
-1.1,0.97,cationic,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,=,0.64,DXPOSRCHIDYWHW-UHFFFAOYSA-N
3.8,,neutral,O=C1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1,=,0.08900000000000001,CGMJQQJSWIRRRL-UHFFFAOYSA-N
0.48,0.02,anionic,C[C@@H](C(=O)O)c1cccc(Oc2ccccc2)c1,=,0.1,RDJGLLICXDHJDY-LLVKDONJSA-N
1.4,0.39,cationic,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,=,3.3,MXFWWQICDIZSOA-UHFFFAOYSA-N
0.88,,neutral,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,=,0.32,PIMQWRZWLQKKBJ-SFHVURJKSA-N
-0.31,0.002,anionic,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,=,0.13,HTQMVQVXFRQIKW-UHFFFAOYSA-N
-3.3,0.05,anionic,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,=,0.06,XWLUWCNOOVRFPX-UHFFFAOYSA-N
-8.4,0.1,anionic,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,=,0.12,VAAUVRVFOQPIGI-SPQHTLEESA-N
2.9,0.09,neutral,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,=,1.3,DIWRORZWFLOCLC-UHFFFAOYSA-N
6.4,,neutral,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OP(C)(C)=O)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C,=,3.2,BUROJSBIWGDYCN-DHGBBOBXSA-N
3.5,0.01,neutral,N#Cc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)[C@H](Cc1ccccc1)CN2Cc1cnc[nH]1,=,0.84,OLCWFLWEHWLBTO-HSZRJFAPSA-N
-2.2,0.14,anionic,CCCCC/C=C\CCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@H](O)[C@@H]1O,=,0.92,YMWQIYMUNZBOOV-KNJKVHLSSA-N
1.4,0.02,anionic,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,=,0.22,ZVTDLPBHTSMEJZ-JSZLBQEHSA-N
3.2,,neutral,CCCn1c(=O)c2[nH]c(C34CC5CC(CC3C5)C4)nc2n(CCC)c1=O,=,4.3,PJBFVWGQFLYWCB-UHFFFAOYSA-N
-3.7,,anionic,C=C1CC[C@@H]2[C@](C)(COC(=O)CCC(=O)O)[C@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@@H]1/C=C/C1=CCOC1=O,=,0.13,YTHKMAIVPFVDNU-GPTWTFMPSA-N
