std_smiles,std_relation,human_VDss_L/kg,inchi_key
CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,=,0.11,ONUMZHGUFYIKPM-MXNFEBESSA-N
CCCCCCCCOCCOC(=O)CN(CC(=O)O)c1ccccc1OCCOc1ccccc1N(CC(=O)O)CC(=O)OCCOCCCCCCCC,=,1.1,FTGBVHPWUIHWRH-UHFFFAOYSA-N
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,=,17.3,KKGQTZUTZRNORY-UHFFFAOYSA-N
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,=,12.0,ALOBUEHUHMBRLE-UHFFFAOYSA-N
CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,=,,TYWUGCGYWNSRPS-UHFFFAOYSA-N
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,=,0.55,MPBVHIBUJCELCL-UHFFFAOYSA-N
CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,=,0.24,QNQZBKQEIFTHFZ-UHFFFAOYSA-N
CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,=,0.18,QNQZBKQEIFTHFZ-GOSISDBHSA-N
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,=,5.3,IKBKZGMPCYNSLU-RGVLZGJSSA-N
CCCCCNC(=O)c1coc([C@@H]2[C@@H]3CC[C@@H](O3)[C@@H]2Cc2ccccc2CCC(=O)O)n1,=,4.4,BBPRUNPUJIUXSE-SQMWVJLWSA-N
CCCCCNC(=O)c1coc([C@@H]2[C@H]3CC[C@H](O3)[C@@H]2Cc2ccccc2CCC(=O)O)n1,=,4.4,BBPRUNPUJIUXSE-DXKRWKNPSA-N
CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)C([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)C([C@@H](C)O)NC4=O)cc3)no2)cc1,=,0.21,PIEUQSKUWLMALL-LXWXBMNESA-N
CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@H](C)O)NC4=O)cc3)no2)cc1,=,0.21,PIEUQSKUWLMALL-NFGJWQNFSA-N
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)C([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)C([C@@H](C)O)NC4=O)cc3)cc2)cc1,=,0.57,JHVAMHSQVVQIOT-FUVWCVBOSA-N
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,=,0.57,JHVAMHSQVVQIOT-MFAJLEFUSA-N
CCCCC[C@@H](O)CC[C@@H]1[C@@H](O)C[C@H]2Cc3c(cccc3OCC(=O)O)C[C@@H]12,=,0.23,PAJMKGZZBBTTOY-YRIDSSQKSA-N
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,=,2.4,GMVPRGQOIOIIMI-DWKJAMRDSA-N
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C(=O)O)=C[C@@H]21,=,1.28,YOVRGSHRZRJTLZ-HZPDHXFCSA-N
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,=,8.9,CYQFCXCEBYINGO-IAGOWNOFSA-N
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,=,16.98,VBGLYOIFKLUMQG-UHFFFAOYSA-N
CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C,=,1.73,VEPZOLKTNZOTTQ-UHFFFAOYSA-N
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,=,0.49,LEBVLXFERQHONN-INIZCTEOSA-N
CCCCNC(=N)NC(=N)N,=,1.84,XSEUMFJMFFMCIU-UHFFFAOYSA-N
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,=,0.12,JLRGJRBPOGGCBT-UHFFFAOYSA-N
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,=,0.16,MAEIEVLCKWDQJH-UHFFFAOYSA-N
CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,=,0.99,COKMIXFXJJXBQG-UHFFFAOYSA-N
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,=,0.34,COKMIXFXJJXBQG-NRFANRHFSA-N
CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1,=,0.7,KHAUBYTYGDOYRU-IRXASZMISA-N
CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(C)=O)C(C)(C)C,=,1.1,VUMMRHDUGBAWSA-CHWSQXEVSA-N
CCCC[N+](CCCC)(CCCC)CCCC,=,1.5,DZLFLBLQUQXARW-UHFFFAOYSA-N
CCCC[P@@](=O)(O)CCCN,=,,ONNMDRQRSGKZCN-UHFFFAOYSA-N
CCCC[S@](=N)(=O)CC[C@H](N)C(=O)O,=,0.26,KJQFBVYMGADDTQ-WJWGPLDTSA-N
CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,=,0.6,AMEROGPZOLAFBN-UHFFFAOYSA-N
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,=,0.37,PSIFNNKUMBGKDQ-UHFFFAOYSA-N
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,=,0.17,OROAFUQRIXKEMV-LDADJPATSA-N
CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,=,0.17,OROAFUQRIXKEMV-UHFFFAOYSA-N
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,=,20.0,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N
CCCCc1oc2ccccc2c1-c1c(C(=O)c2cc(I)c(OCCN(CC)CC)c(I)c2-c2c(CCCC)oc3ccccc23)cc(I)c(OCCN(CC)CC)c1I,=,60.0,ISBICGJCBZOIOL-UHFFFAOYSA-N
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,=,60.0,IYIKLHRQXLHMJQ-UHFFFAOYSA-N
CCCN(CCC)CCc1cccc2c1CC(=O)N2,=,7.7,UHSKFQJFRQCDBE-UHFFFAOYSA-N
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,=,0.13,DBABZHXKTCFAPX-UHFFFAOYSA-N
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)[O-])cc1,=,0.13,DBABZHXKTCFAPX-UHFFFAOYSA-M
CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,=,5.7,KFQYTPMOWPVWEJ-INIZCTEOSA-N
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,=,0.75,ZKMNUMMKYBVTFN-HNNXBMFYSA-N
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,=,0.19,RKWGIWYCVPQPMF-UHFFFAOYSA-N
CCCNC(C)C(=O)Nc1ccccc1C,=,3.7,MVFGUOIZUNYYSO-UHFFFAOYSA-N
CCCN[C@H](C)C(=O)Nc1c(C)csc1C(=O)OC,=,7.7,QTGIAADRBBLJGA-SECBINFHSA-N
CCCN[C@H]1CCc2nc(N)sc2C1,=,7.0,FASDKYOPVNHBLU-ZETCQYMHSA-N
CCCNc1nc(NCCC)nc(N(C)OC)n1,=,2.17,FJNLCHNQVJVCPY-UHFFFAOYSA-N
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,=,2.73,QPCVHQBVMYCJOM-UHFFFAOYSA-N
CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,=,0.56,MSYKRHVOOPPJKU-BDAKNGLRSA-N
CCC[C@@H]1CC(C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,=,1.0,OJMMVQQUTAEWLP-ISVUEQNNSA-N
CCC[C@@H]1C[C@@H](C(=O)N[C@@H](C(C)Cl)[C@H]2O[C@@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,=,0.79,KDLRVYVGXIQJDK-NQQGAZBYSA-N
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,=,1.0,OJMMVQQUTAEWLP-KIDUDLJLSA-N
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,=,0.79,KDLRVYVGXIQJDK-AWPVFWJPSA-N
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,=,0.76,ODAIHABQVKJNIY-PEDHHIEDSA-N
CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1,=,3.41,MTJHLONVHHPNSI-IBGZPJMESA-N
CCC[S@+]([O-])CCCN(CC)C[C@@H](O)COc1ccc(C#N)cc1,=,1.8,ZMHOBBKJBYLXFR-OSPHWJPCSA-N
CCCc1c(OCCCS(=O)(=O)c2ccc(C(=O)CCC(=O)O)cc2)ccc(C(C)=O)c1O,=,,ZAKKEARLDPTRLX-UHFFFAOYSA-N
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,=,0.43,RQTOOFIXOKYGAN-UHFFFAOYSA-N
CCCc1cc(=O)[nH]c(=S)[nH]1,=,0.34,KNAHARQHSZJURB-UHFFFAOYSA-N
CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,=,,VTRAEEWXHOVJFV-UHFFFAOYSA-N
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,=,3.0,SECKRCOLJRRGGV-UHFFFAOYSA-N
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,=,3.0,SECKRCOLJRRGGV-UHFFFAOYSA-N
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,=,1.38,BNRNXUUZRGQAQC-UHFFFAOYSA-N
CCCn1c(=O)[nH]c(=O)c2nc[nH]c21,=,0.63,SIQPXVQCUCHWDI-UHFFFAOYSA-N
CCCn1c(=O)c2[nH]c(C34CC5CC(CC3C5)C4)nc2n(CCC)c1=O,=,4.3,PJBFVWGQFLYWCB-UHFFFAOYSA-N
CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O,=,0.76,ZWTVVWUOTJRXKM-UHFFFAOYSA-N
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,=,1.3,HUNXMJYCHXQEGX-UHFFFAOYSA-N
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,=,1.3,XSVMFMHYUFZWBK-NSHDSACASA-N
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,=,0.27,JRURYQJSLYLRLN-BJMVGYQFSA-N
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,=,1.73,BKRGVLQUQGGVSM-KBXCAEBGSA-N
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,=,4.51,GJJFMKBJSRMPLA-HIFRSBDPSA-N
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,=,0.85,XIQVNETUBQGFHX-UHFFFAOYSA-N
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,=,45.0,GPKJTRJOBQGKQK-UHFFFAOYSA-N
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,=,140.0,WHTVZRBIWZFKQO-UHFFFAOYSA-N
CCN(CC)CCC[C@@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,=,45.0,GPKJTRJOBQGKQK-MRXNPFEDSA-N
CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,=,11.9,WDPFJWLDPVQCAJ-UHFFFAOYSA-N
CCN(CC)CCN1C(=O)c2c(c3c4cccc(Cl)c4n([C@@H]4O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]4O)c3c3[nH]c4c(Cl)cccc4c23)C1=O,=,8.9,JSKFWUPVIZYJMR-UDOAKELVSA-N
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,=,3.1,GIYAQDDTCWHPPL-UHFFFAOYSA-N
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,=,3.2,TTWJBBZEZQICBI-UHFFFAOYSA-N
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1O[C@H](C)C(C)=O,=,1.5,ZYOJXUNLLOBURP-GFCCVEGCSA-N
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,=,1.1,JTVPZMFULRWINT-UHFFFAOYSA-N
CCN(CC)CCNC(=O)c1ccc(N)cc1,=,2.2,REQCZEXYDRLIBE-UHFFFAOYSA-N
CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,=,1.9,KEECCEWTUVWFCV-UHFFFAOYSA-N
CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,=,0.82,KHYPYQZQJSBPIX-UHFFFAOYSA-N
CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,=,1.01,GWLFIMOOGVXSMZ-UHFFFAOYSA-N
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,=,0.98,KBAFPSLPKGSANY-UHFFFAOYSA-N
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,=,0.39,SUYRLXYYZQTJHF-VMBLUXKRSA-N
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C\CNC(=O)/C=C/[C@@H](C)[C@H](C(C)C)OC(=O)[C@@H]12,=,0.39,SUYRLXYYZQTJHF-FENKCRFESA-N
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,=,17.4,OVCDSSHSILBFBN-UHFFFAOYSA-N
CCN(CC)c1ccc2cc(C(=O)Nc3ccc4[nH]c(C(=O)N5C[C@@H](CCl)c6c5cc(OC(=O)Nc5ccccc5)c5[nH]cc(C)c65)cc4c3)oc2c1,=,0.09,BBZDXMBRAFTCAA-AREMUKBSSA-N
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,=,700.0,XXSMGPRMXLTPCZ-UHFFFAOYSA-N
CCN1C(C)=C(C(=O)[O-])C(c2cccc([N+](=O)[O-])c2C)C(C(=O)[O-])=C1C,=,6.1,MQESJBJIGCTSLG-UHFFFAOYSA-L
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,=,1.2,XFDJYSQDBULQSI-UHFFFAOYSA-N
CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,=,0.94,BGRJTUBHPOOWDU-LLVKDONJSA-N
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,=,1.1,WAOQONBSWFLFPE-VIFPVBQESA-N
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,=,0.65,GUJRSXAPGDDABA-NSHDSACASA-N
CCN1CCN(C(=O)NC(C(=O)N[C@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]23)c2ccc(O)cc2)C(=O)C1=O,=,0.17,GCFBRXLSHGKWDP-KVUOWAFTSA-N
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,=,0.27,IVBHGBMCVLDMKU-FXTZWWGYSA-N
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@]2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]32)[C@H](C)O)C(=O)C1=O,=,0.19,SMSRCGPDNDCXFR-CYWZMYCQSA-N
CCN1C[C@@H]2CN(C)C[C@H](C1)C2OC(=O)c1ccc(Cl)cc1,=,9.0,PMCPYLGCPSNSLS-MZBDJJRSSA-N
CCNC(=NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN=C(NCC)NCC)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O)NCC,=,0.21,GJNXBNATEDXMAK-OSONCRFWSA-N
CCNC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C\[C@@H](O)CCc1ccccc1,=,0.67,AQOKCDNYWBIDND-SQXUUDCTSA-N
CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1,=,0.67,QJGVXJYGDBSPSJ-UHFFFAOYSA-N
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,=,0.38,GFIJNRVAKGFPGQ-LIJARHBVSA-N
CCNC(=O)[C@H]1C[C@@H](n2ccc3c(N[C@H](CC)Cc4sccc4Cl)ncnc32)[C@H](O)[C@@H]1O,=,0.84,CKQOOYMMAAPDKH-QODLLSGVSA-N
CCNCC(O)c1cccc(O)c1,=,2.1,SQVIAVUSQAWMKL-UHFFFAOYSA-N
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,=,11.0,DBGIVFWFUFKIQN-VIFPVBQESA-N
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,=,0.073,CIDUJQMULVCIBT-MQDUPKMGSA-N
CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)([O-])O)n1,=,0.53,ZCCUWMICIWSJIX-NQJJCJBVSA-N
CCOC(=O)C(=O)c1ccc(C(C)(C)C)cc1,=,0.25,VQDPLASXAHWKJX-UHFFFAOYSA-N
CCOC(=O)C(N)C(=O)OCC,=,1.3,WLTCKEHCTUYJGI-UHFFFAOYSA-N
CCOC(=O)C1(c2ccccc2)CCC=C[C@H]1N(C)C,=,4.0,WDEFBBTXULIOBB-LDCVWXEPSA-N
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,=,2.3,XADCESSVHJOZHK-UHFFFAOYSA-N
CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,=,5.7,IPOPQVVNCFQFRK-UHFFFAOYSA-N
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,=,6.1,PVHUJELLJLJGLN-UHFFFAOYSA-N
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,=,17.0,HTIQEAQVCYTUBX-UHFFFAOYSA-N
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,=,2.08,DDNCQMVWWZOMLN-IRLDBZIGSA-N
CCOC(=O)NC1CC2CCC1C2,=,0.74,BEEMRXRYLIWEJL-UHFFFAOYSA-N
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,=,3.74,ZBGXUVOIWDMMJE-QHNZEKIYSA-N
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,=,2.5,PCOBBVZJEWWZFR-UHFFFAOYSA-N
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,=,1.1,JUUFBMODXQKSTD-UHFFFAOYSA-N
CCOC(=O)[C@@]1(c2ccccc2)CCC=C[C@@H]1NC,=,2.5,PDJZPNKVLDWEKI-GOEBONIOSA-N
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,=,,UWWDHYUMIORJTA-HSQYWUDLSA-N
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@H]21,=,0.25,VXFJYXUZANRPDJ-OSTWSGHESA-N
CCOC(=O)[C@H](CCc1ccccc1)N[C@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,=,0.43,HRWCVUIFMSZDJS-NJAFHUGGSA-N
CCOC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,=,1.6,NMPOSNRHZIWLLL-XUWVNRHRSA-N
CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1N(C)C,=,4.0,WDEFBBTXULIOBB-WBVHZDCISA-N
CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1NC,=,2.5,PDJZPNKVLDWEKI-ZBFHGGJFSA-N
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,=,3.55,OGQICQVSFDPSEI-UHFFFAOYSA-N
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,=,2.7,NPUKDXXFDDZOKR-LLVKDONJSA-N
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,=,0.8,OFBIFZUFASYYRE-UHFFFAOYSA-N
CCOC1(C(C)=O)C=CC(N)=CC1,=,1.4,WQGDZJHNTFMMAG-UHFFFAOYSA-N
CCOCCO[C@@H]1CC[C@@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC,=,44.5,YYSFXUWWPNHNAZ-PKJQJFMNSA-N
CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,=,0.61,ACCMWZWAEFYUGZ-UHFFFAOYSA-N
CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,=,0.62,YAKWPXVTIGTRJH-UHFFFAOYSA-N
CCOP(=O)(OCC)[C@@H](NC(=O)[C@]1(O)[C@@H](O)[C@@]2(CC)C=CCN3CC[C@]4(c5cc([C@@]6(C(=O)OC)C[C@H]7CN(CCc8c6[nH]c6ccccc86)C[C@@](O)(CC)C7)c(OC)cc5N(C)[C@H]41)[C@@H]32)C(C)C,=,4.67,BOELCLFVOBIXIF-LCQMQPLQSA-N
CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,=,0.13,CXGTZJYQWSUFET-IBGZPJMESA-N
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1,=,2.5,NMARPFMJVCXSAV-UHFFFAOYSA-N
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(CC(C)=O)c3C2=O)ccc1OC,=,,MUKPBEDSDFRMNQ-GOSISDBHSA-N
CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,=,1.9,OMFNSKIUKYOYRG-MOSHPQCFSA-N
CCOc1ccc(Cc2cc(C3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,=,1.7,JVHXJTBJCFBINQ-AWGDKMGJSA-N
CCOc1ccc(NC(C)=O)cc1,=,1.4,CPJSUEIXXCENMM-UHFFFAOYSA-N
CCOc1ccc2c(c1)[C@]1(CC[C@H](OCCN3CCOCC3)CC1)C(=O)N2S(=O)(=O)c1ccc(C(=O)NC(C)(C)C)cc1OC,=,7.0,QKXJWFOKVQWEDZ-VCCCEUOBSA-N
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,=,0.22,GPXLMGHLHQJAGZ-JTDSTZFVSA-N
CCOc1ccc2ccccc2c1NC(=O)[C@@H]1C(=O)N2C(C(=O)[O-])C(C)(C)S[C@H]12,=,0.22,PLIGJUHHTJAZTH-WDOBJEIGSA-M
CCOc1ccccc1OCC1CNCCO1,=,0.73,YWPHCCPCQOJSGZ-UHFFFAOYSA-N
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,=,0.21,DRHKJLXJIQTDTD-OAHLLOKOSA-N
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,=,0.65,CBQGYUDMJHNJBX-OALUTQOASA-N
