Name,CAS #,SMILES,human VDss(L/kg),human fup,logD@pH7.4,Cationic fi@pH7.4,pKa1,pKa1 type,pKa2,pKa2 type,pKa3,pKa3 type,pKa4,pKa4 type,pKa ref,logD ref,VDss and fup ref.,Alpha_adrenergic,Beta_adrenergic,benzodiazepine,Beta_lactams_cephalosporines,Beta_lactams_penams_penems,Ca_blockers_dihydropyridines,fluoroquinolone_antibiotics,morphinans,NSAIDs,nucleotide,steroids,tri_tetracyclic_antidepressants
Irbesartan,138402-11-6,CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5,0.94,0.1,1.28,0.000,3.69,b,4.42,a,,,,,"Tosco, Paolo; Rolando, Barbara; Fruttero, Roberta; Henchoz, Yveline; Martel, Sophie; Carrupt, Pierre-Alain; Gasco, Alberto. Physicochemical profiling of sartans: a detailed study of ionization constants and distribution coefficients. Helv. Chim. Acta 2008, 91, 468-482.","Tosco, Paolo; Rolando, Barbara; Fruttero, Roberta; Henchoz, Yveline; Martel, Sophie; Carrupt, Pierre-Alain; Gasco, Alberto. Physicochemical profiling of sartans: a detailed study of ionization constants and distribution coefficients. Helv. Chim. Acta 2008, 91, 468-482.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Isoxicam,34552-84-6,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3cc(C)on3,0.19,0.035,-0.64,0.000,3.93,a,,,,,,,"Bouchard, Geraldine; Carrupt, Pierre-Alain; Testa, Bernard; Gobry, Veronique; Girault, Hubert H. Lipophilicity and Solvation of Anionic Drugs. Chemistry - A European Journal 2002, 8, 3478-3484. (ref.33, same group)","LogD estimated via measured pKa and logP, 2.83. Bouchard, Geraldine; Carrupt, Pierre-Alain; Testa, Bernard; Gobry, Veronique; Girault, Hubert H. Lipophilicity and Solvation of Anionic Drugs. Chemistry - A European Journal 2002, 8, 3478-3484.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,1,0,0,0
Itraconazole,84625-61-6,CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OCC5COC(Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,7.4,0.002,5.9,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Ketoprofen,22071-15-4,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,0.13,0.008,0.19,0.000,4,a,,,,,,,"Meloun, Milan; Bordovská, Sylva; Galla, Lubomír. The thermodynamic dissociation constants of four non-steroidal anti-inflammatory drugs by the least-squares nonlinear regression of multiwavelength spectrophotometric pH-titration data. J. Pharm. Biomed. Anal. 2007, 45, 552–564","Stein, Paul C.; di Cagno, Massimiliano;  Bauer-Brandl, Annette . A Novel Method for the Investigation of Liquid/Liquid Distribution Coefficients and Interface Permeabilities Applied to the Water-Octanol-Drug System. Pharm. Res. 2011, 28, 2140–2146.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,1,0,0,0
Labetalol,36894-69-6,CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N,4.8,0.5,1.57,0.500,7.4,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",1,1,0,0,0,0,0,0,0,0,0,0
Levodopa,59-92-7,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,1.7,0.76,-2.08,0.959,2.21,a,8.77,b,9.81,a,12.73,a,"Winiwarter, Susanne; Bonham, Nicholas M.; Ax, Fredrik; Hallberg, Anders; Lennernaes, Hans; Karlen, Anders. Correlation of Human Jejunal Permeability (in Vivo) of Drugs with Experimentally and Theoretically Derived Parameters. A Multivariate Data Analysis Approach. J. Med. Chem. 1988, 41, 4939-4949.","Benet, Leslie Z.; Broccatelli, Fabio; Oprea, Tudor I.  BDDCS Applied to Over 900 Drugs. AAPS Journal 2011, 13, 519-547.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Levomepromazine,60-99-1,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,12,0.034,3.04,0.984,9.19,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Lidocaine,137-58-6,CCN(CC)CC(=O)Nc1c(C)cccc1C,1.8,0.33,1.29,0.776,7.94,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Lorazepam,846-49-1,OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,1.3,0.09,2.8,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,1,0,0,0,0,0,0,0,0,0
Lormetazepam,848-75-9,CN1C(=O)C(O)N=C(c2ccccc2Cl)c3cc(Cl)ccc13,1.6,0.12,2.77,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,1,0,0,0,0,0,0,0,0,0
Losartan,114798-26-4,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4,0.37,0.01,1.13,0.000,2.95,b,4.24,a,,,,,"Tosco, Paolo; Rolando, Barbara; Fruttero, Roberta; Henchoz, Yveline; Martel, Sophie; Carrupt, Pierre-Alain; Gasco, Alberto. Physicochemical profiling of sartans: a detailed study of ionization constants and distribution coefficients. Helv. Chim. Acta 2008, 91, 468-482.","Tosco, Paolo; Rolando, Barbara; Fruttero, Roberta; Henchoz, Yveline; Martel, Sophie; Carrupt, Pierre-Alain; Gasco, Alberto. Physicochemical profiling of sartans: a detailed study of ionization constants and distribution coefficients. Helv. Chim. Acta 2008, 91, 468-482.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Lovastatin (acid),75225-51-3,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,0.87,0.043,1.85,0.000,4.47,a,,,,,,,pKa estimated from logP and logD reported by Joshi et al.,"Joshi, Hemant N.; Fakes, Michael G.; Serajuddin, Abu T. M. Differentiation of 3-Hydroxy-3-methylglutaryl-coenzyme A Reductase Inhibitors by Their Relative Lipophilicity. Pharm. Pharmacol. Commun. 1999, 5, 269-271","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Maprotiline,10262-69-8,CNCCCC12CCC(c3ccccc13)c4ccccc24,45,0.11,2.04,0.999,10.5,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,1
Meloxicam,71125-38-7,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ncc(C)s3,0.15,0.003,0.07,0.000,4.18,a,1.09,b,,,,,"Luger, Peter; Daneck, Klaus; Engel, Wolfhard; Trummlitz, Guenter; Wagner, Klaus. Structure and physicochemical properties of meloxicam, a new NSAID. Eur. J. Pharm. Sci. 1996, 4, 175-187.//See also (good agreement) Tsai, Ruey Shiuan; Carrupt, Pierre Alain; El Tayar, Nabil; Giroud, Yvan; Andrade, Pedro; Testa, Bernard; Bree, Francoise; Tillement, Jean Pal. Physicochemical and structural properties of non-​steroidal anti-​inflammatory oxicams. Helv. Cim. Acta, 1993, 76, 842-854.","Luger, Peter; Daneck, Klaus; Engel, Wolfhard; Trummlitz, Guenter; Wagner, Klaus. Structure and physicochemical properties of meloxicam, a new NSAID. Eur. J. Pharm. Sci. 1996, 4, 175-187.//See also (good agreement) Tsai, Ruey Shiuan; Carrupt, Pierre Alain; El Tayar, Nabil; Giroud, Yvan; Andrade, Pedro; Testa, Bernard; Bree, Francoise; Tillement, Jean Pal. Physicochemical and structural properties of non-​steroidal anti-​inflammatory oxicams. Helv. Cim. Acta, 1993, 76, 842-854.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,1,0,0,0
Melphalan,148-82-3,N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,0.48,0.14,-3.48,0.971,1.62,a,2.32,a,8.93,b,,,"Sun, Na; Avdeef, Alex. Biorelevant pKa (37 ◦C) predicted from the 2D structure of the molecule and its
pKa at 25 ◦C.  J Pharm. Biomed. Anal 2011, 56, 173– 182.","Avdeef, Alex. Absorption and drug development: Solubility, permeability, and charge state, Second Edition. 2012, J. Wiley & Sons, Hoboken, NJ. Ch. 4. pp. 201-209.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Meperidine,57-42-1,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,2.3,0.42,1.11,0.952,8.7,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Methadone,76-99-3,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,4.4,0.21,1.3,0.876,8.25,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Methicillin,61-32-5,COc1cccc(OC)c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O,0.32,0.43,-2,0.000,2.75,a,,,,,,,"Tsuji, Akira; Kubo, Osamu; Miyamoto, Etsuko; Yamana,Tsukinaka.  Physicochemical properties of β-​lactam antibiotics:  oil-​water distribution. J. Pharm. Sci. 1977, 66, 1675-1679.","Tsuji, Akira; Kubo, Osamu; Miyamoto, Etsuko; Yamana,Tsukinaka.  Physicochemical properties of β-​lactam antibiotics:  oil-​water distribution. J. Pharm. Sci. 1977, 66, 1675-1679.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,1,0,0,0,0,0,0,0
Methotrexate,59-05-2,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.43,0.37,-2,0.008,3.3,a,3.86,a,5.31,b,,,"Shalaeva, Marina; Kenseth, Jeremy; Lombardo, Franco; Bastin, Andrea . Measurement of Dissociation Constants (pKa Values) of Organic Compounds by Multiplexed Capillary Electrophoresis Using Aqueous and Cosolvent Buffers. J. Pharm. Sci. 2008, 97, 2581-2606.","Wallace, S. M.; Runikis, J. O.; Stewart, W. D. The effect of pH on in vitro percutaneous penetration of methotrexate:  correlation with solubility and partition coefficient. Can. J. Pharm. Sci. 1978, 13, 66-68.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Methylprednisolone,83-43-2,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,1.2,0.23,2.42,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,1,0
Metoclopramide,364-62-5,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,3.2,0.6,0.73,0.992,9.51,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Metoprolol,51384-51-1,COCCc1ccc(OCC(O)CNC(C)C)cc1,3.1,0.88,-0.62,0.995,9.7,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,1,0,0,0,0,0,0,0,0,0,0
Metronidazole,443-48-1,Cc1ncc(N(=O)=O)n1CCO,0.4,0.96,0.12,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Mexiletine,31828-71-4,CC(N)COc1c(C)cccc1C,5.9,0.36,0.23,0.983,9.15,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Midazolam,59467-70-8,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,1.1,0.017,3.31,0.000,,,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,1,0,0,0,0,0,0,0,0,0
Minocycline,10118-90-8,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C,1.6,0.005,-0.04,0.996,3.2,a,5.07,a,7.61,a,9.4,b,"Avdeef, Alex. Absorption and drug development: Solubility, permeability, and charge state, Second Edition. 2012, J. Wiley & Sons, Hoboken, NJ. Ch. 3. pp. 107-126.","Colaizzi, John L.; Klink, Paul R. pH-Partition Behavior of Tetracyclines. J. Pharm. Sci. 1969, 58, 1184-1189.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,0
Mirtazapine,85650-52-8,CN1CCN2C(C1)c3ccccc3Cc4cccnc24,4.2,0.15,2.6,0.443,7.3,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,0,0,0,0,1
Morphine,57-27-2,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,2.3,0.65,0.32,0.858,8.18,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,1,0,0,0,0
Moxifloxacin,151096-09-2,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O,1.4,0.6,-0.26,0.989,6.28,a,9.32,b,,,,,"Volgyi, Gergely; Vizseralek, Gabor; Takacs-Novak, Krisztina; Avdeef, Alex; Tam, Kin Y. Predicting the exposure and antibacterial activity of fluoroquinolones based on physicochemical properties. Eur. J. Pharm. Sci. 2012, 47, 21-27.","Volgyi, Gergely; Vizseralek, Gabor; Takacs-Novak, Krisztina; Avdeef, Alex; Tam, Kin Y. Predicting the exposure and antibacterial activity of fluoroquinolones based on physicochemical properties. Eur. J. Pharm. Sci. 2012, 47, 21-27.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,1,0,0,0,0,0
Nadolol,42200-33-9,CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12,1.9,0.14,-0.77,0.995,9.67,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,1,0,0,0,0,0,0,0,0,0,0
Naloxone,465-65-6,Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,1.7,0.54,1.44,0.776,7.94,b,,,,,,,"Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Obach, R. Scott; Shalaeva, Marina Y.; Gao, Feng. Prediction of human volume of distribution values for neutral and basic drugs. 2. Extended data set and leave-​class-​out statistics. J. Med. Chem. 2004, 47, 1242-1250.","Lombardo, Franco; Berellini, Giuliano; Scott Obach, R. Trend analysis of a database of intravenous pharmacokinetic parameters in humans for 1352 drug compounds. Drug Metab Disp. 2018, 46, 1466-1477.",0,0,0,0,0,0,0,1,0,0,0,0
